Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,0.44,,50.06,,0.39,1.0,1.0,1.98
12M 2009,,797.84,86.08,711.76,,,0.46,0.46,60.53,64.75,0.48,0.47,0.91,0.91,3.2
12M 2010,,856.27,160.99,695.28,,,0.43,0.42,29.85,18.36,0.42,0.39,1.78,1.78,1.44
12M 2011,,515.72,93.52,422.2,,,0.71,0.69,35.24,34.9,0.56,0.51,1.56,1.56,1.61
12M 2012,24.24,174.61,60.4,138.45,15.06,9.82,2.09,6.53,1.8,1.76,0.29,0.28,2.61,2.61,1.42
12M 2013,34.95,53.48,57.71,30.72,10.44,13.3,6.82,8.49,0.95,0.95,0.18,0.17,-3.08,-3.08,0.67
12M 2014,13.76,39.24,43.97,9.03,26.52,23.28,9.3,1.51,1.59,1.59,0.2,0.16,-44.02,-44.02,0.97
12M 2015,12.78,449.86,119.19,343.45,28.56,28.24,0.81,0.61,1.54,1.52,0.16,0.16,75.92,75.92,1.01
12M 2016,14.82,807.27,111.77,710.32,24.62,20.03,0.45,0.4,1.44,1.45,0.16,0.16,2.63,2.63,1.58
12M 2017,49.16,1020.95,110.06,960.05,7.42,7.8,0.36,0.34,1.36,1.37,0.15,0.15,-4.31,-4.31,0.86
12M 2018,90.17,1514.92,149.61,1455.48,4.05,5.52,0.24,0.23,1.12,1.14,0.11,0.11,-1.48,-1.48,0.74
