Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.75 B,8.77,48.57,3.83,,3.19%,5.57%,18.93%,2.38
12M 2009,0.75 B,18.15,20.06,2.78,,6.60%,10.43%,15.80%,5.39
12M 2010,0.76 B,11.12,11.42,0.95,,3.15%,6.44%,7.94%,2.26
12M 2011,0.76 B,44.12,5.53,1.02,,8.64%,20.34%,18.67%,12.58
12M 2012,4.87 B,14.30,10.00,2.24,,3.92%,6.14%,9.59%,10.71
12M 2013,4.87 B,10.00,47.00,6.92,,2.50%,4.12%,6.47%,1.95
12M 2014,4.87 B,33.95,18.41,5.38,,4.49%,12.27%,8.09%,2.15
12M 2015,4.87 B,-36.69,-16.35,5.01,,-5.05%,-15.22%,6.59%,1.29
12M 2016,4.87 B,-4.82,-225.10,9.27,,-0.67%,-1.96%,5.29%,0.95
12M 2017,4.87 B,-14.18,-62.06,8.16,,-1.93%,-6.12%,5.37%,0.97
12M 2018,4.87 B,-46.10,-9.07,4.87,140.59 B,-6.02%,-24.46%,4.24%,0.60
