Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.99,0.61,3.61,3.81,0.0,0.0,3.45,0.95,2.81
12M 2009,1.09,0.67,2.92,3.41,0.0,0.0,2.81,0.86,2.41
12M 2010,1.14,0.66,2.29,3.01,0.0,0.0,2.18,0.76,2.01
12M 2011,1.34,0.76,1.1,2.04,0.0,0.0,0.98,0.54,1.04
12M 2012,2.15,1.31,0.52,1.87,0.0,0.0,0.43,0.28,0.87
12M 2013,2.64,1.44,0.28,1.76,0.0,0.0,0.2,0.16,0.76
12M 2014,2.55,1.39,0.26,1.58,0.0,0.0,0.16,0.16,0.58
12M 2015,2.56,1.52,0.15,1.57,0.0,0.0,0.03,0.1,0.57
12M 2016,1.86,1.05,0.1,1.55,0.0,0.0,0.01,0.06,0.55
12M 2017,2.15,1.26,0.08,1.56,0.0,0.0,-0.04,0.05,0.56
12M 2018,4.69,2.55,0.02,1.15,0.0,0.0,-0.04,0.02,0.15
12M 2019,3.25,1.71,0.0,1.23,0.0,0.0,-0.07,0.0,0.23
12M 2020,3.49,1.94,0.0,1.23,0.0,0.0,-0.07,0.0,0.23
12M 2021,3.46,1.98,0.0,1.18,0.0,0.0,-0.07,0.0,0.19
12M 2022,2.72,1.32,0.0,1.18,0.0,0.0,-0.06,0.0,0.18
12M 2023,2.01,0.97,0.0,1.26,0.0,0.0,-0.05,0.0,0.26
12M 2024,1.58,0.76,0.0,1.34,0.0,0.0,-0.06,0.0,0.34
