Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.02,,6.14,,1.76,,0.95,-188.17,-188.17,0.99
12M 2009,44.33,63.73,9.13,98.93,8.23,8.19,5.73,5.92,1.46,1.5,0.83,0.83,26.47,26.47,1.09
12M 2010,34.82,63.33,15.34,82.81,10.48,11.68,5.76,5.4,1.78,1.83,0.97,0.95,19.38,19.38,1.14
12M 2011,29.53,66.38,20.06,75.85,12.36,11.37,5.5,5.09,1.98,1.63,1.08,0.94,9.29,9.29,1.34
12M 2012,38.99,74.72,22.23,91.48,9.36,8.37,4.88,5.06,1.54,1.57,0.85,0.85,3.58,3.64,2.15
12M 2013,34.46,70.29,23.4,81.35,10.59,10.56,5.19,4.54,1.75,1.64,0.98,0.92,3.35,3.35,2.64
12M 2014,36.77,73.14,23.0,86.91,9.93,9.76,4.99,5.27,1.49,1.54,0.88,0.92,4.31,4.31,2.55
12M 2015,45.67,75.96,23.19,98.44,7.99,7.23,4.81,4.59,1.13,1.08,0.72,0.69,3.28,3.28,2.56
12M 2016,52.28,74.05,34.24,92.09,6.98,7.22,4.93,5.18,1.06,1.14,0.68,0.73,4.53,4.53,1.86
12M 2017,41.64,63.11,33.95,70.8,8.77,8.41,5.78,5.84,1.51,1.59,0.93,0.93,4.38,4.38,2.15
12M 2018,32.69,62.18,27.88,66.99,11.17,11.91,5.87,5.77,1.99,2.25,1.11,1.17,3.59,3.59,4.69
12M 2019,34.02,79.16,35.9,77.28,10.73,12.27,4.61,4.91,1.65,1.74,0.87,0.91,3.11,3.11,3.25
12M 2020,39.9,89.01,48.29,80.62,9.15,9.98,4.1,5.05,1.23,1.22,0.69,0.73,2.84,2.84,3.49
12M 2021,28.69,66.24,36.39,58.54,12.72,11.77,5.51,5.41,1.6,1.62,0.94,0.91,3.27,3.27,3.46
12M 2022,28.45,77.5,47.11,58.84,12.83,16.67,4.71,4.32,1.26,1.25,0.76,0.77,3.71,3.71,2.72
12M 2023,27.0,101.89,75.85,53.04,13.52,12.63,3.58,3.68,0.97,1.0,0.62,0.65,3.72,3.72,2.01
12M 2024,28.69,95.76,94.9,29.55,12.72,11.96,3.81,3.81,1.11,1.13,0.7,0.71,5.33,5.33,1.58
