Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.89 B,-67.76,-1.03,0.07,,-6.83%,-26.06%,4.63%,1.26
12M 2009,3.89 B,13.83,9.69,0.17,,1.45%,4.93%,-1.03%,-0.68
12M 2010,3.89 B,9.51,22.61,0.23,,0.98%,2.96%,3.83%,1.34
12M 2011,3.89 B,74.30,7.81,0.46,,5.51%,11.21%,17.18%,6.14
12M 2012,3.89 B,21.51,16.97,0.30,,1.44%,2.70%,2.51%,1.28
12M 2013,3.89 B,3.28,67.07,0.14,,0.19%,0.33%,1.10%,0.66
12M 2014,3.89 B,-77.16,-2.14,0.11,,-5.18%,-8.17%,-5.92%,-3.96
12M 2015,3.89 B,-83.15,-1.07,0.08,,-5.58%,-8.74%,-6.20%,-4.27
12M 2016,3.89 B,-71.52,-1.76,0.13,,-5.44%,-8.43%,-8.51%,-5.87
12M 2017,3.89 B,-28.01,-8.78,0.20,,-2.15%,-3.35%,-0.79%,-0.60
12M 2018,3.89 B,-4.60,-68.26,0.24,439.20 B,-0.44%,-0.51%,2.23%,6.44
12M 2019,3.89 B,-107.63,-1.73,0.22,(144.42 B),-11.80%,-14.49%,-11.39%,-48.33
12M 2020,3.89 B,-144.93,-1.61,0.41,(204.55 B),-19.42%,-23.86%,-13.01%,-79.55
12M 2021,3.89 B,1.29,156.59,0.29,42.24 B,0.17%,0.20%,-3.38%,-19.73
12M 2022,3.89 B,-102.29,-1.48,0.28,(126.81 B),-14.83%,-17.56%,-9.47%,-96.05
12M 2023,3.89 B,-74.98,-1.83,0.33,(7.55 B),-11.90%,-14.99%,-5.00%,-59.52
12M 2024,3.89 B,-41.53,-2.62,0.24,8.91 B,-6.43%,-8.61%,-3.27%,-38.72
