Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,220 B,(700 B),(479 B),-372319.35
12M 2013,215 B,"(1,045 B)",(830 B),-186.08
12M 2014,(390 B),"(1,319 B)","(1,709 B)",-382.89
12M 2015,896 B,(857 B),39 B,8.68
12M 2016,219 B,(766 B),(547 B),-122.48
12M 2017,388 B,(263 B),125 B,28.01
12M 2018,102 B,(153 B),(51 B),-11.43
12M 2019,(189 B),(131 B),(321 B),-71.84
12M 2020,467 B,(65 B),402 B,90.04
12M 2021,580 B,(85 B),495 B,111.02
12M 2022,792 B,(77 B),715 B,160.13
12M 2023,373 B,(132 B),241 B,54.07
12M 2024,755 B,(76 B),678 B,152.00
