Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,28.47,,1.1
12M 2013,11.99,8.22,20.7,-0.49,30.45,25.13,44.42,38.76,6.29,5.5,1.37,1.25,35.15,35.15,1.09
12M 2014,15.97,13.8,20.99,8.78,22.85,18.14,26.45,20.71,5.49,4.96,1.28,1.14,8.06,8.06,1.47
12M 2015,19.83,18.18,24.76,13.25,18.4,16.45,20.08,19.44,5.07,5.01,1.17,1.14,6.92,6.92,1.59
12M 2016,17.31,17.59,24.45,10.45,21.09,23.49,20.75,22.18,5.16,5.04,1.21,1.2,13.73,13.73,1.29
12M 2017,18.59,15.93,24.65,9.87,19.63,18.81,22.91,23.41,4.66,4.78,1.3,1.62,15.83,15.83,1.47
12M 2018,18.52,14.5,24.6,8.42,19.71,21.83,25.17,26.03,5.11,5.35,1.47,1.3,4.99,4.99,2.13
12M 2019,13.9,14.1,21.87,6.13,26.25,24.85,25.89,24.56,5.9,5.92,1.56,1.73,9.52,9.52,2.01
12M 2020,13.4,14.45,24.74,3.11,27.23,32.46,25.26,18.83,3.93,3.95,1.19,1.22,11.51,11.51,1.54
12M 2021,7.33,6.19,19.82,-6.3,49.8,42.88,58.93,51.7,4.52,4.49,1.35,1.32,13.78,13.78,1.44
12M 2022,6.95,8.1,26.02,-10.97,52.5,44.0,45.09,40.81,6.84,15.34,1.36,1.43,7.46,7.46,1.88
12M 2023,6.12,9.3,23.34,-7.92,59.61,49.12,39.26,34.37,16.33,15.88,1.58,1.6,8.58,8.58,1.88
12M 2024,5.56,9.02,20.17,-5.59,65.69,61.24,40.47,30.14,18.38,18.67,1.81,1.77,9.76,9.76,1.74
