Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.28,182.04,0.28,182.04,,,,,
12M 2009,0.43,223.03,0.43,223.03,,,,,
12M 2010,0.59,244.29,0.59,244.29,,,,,
12M 2011,0.66,221.49,0.66,221.49,,,,,
12M 2012,0.86,266.32,0.86,266.32,,,,,
12M 2013,0.67,297.14,0.67,297.14,,,,,
12M 2014,0.75,311.29,0.75,311.29,,,,,
12M 2015,1.26,301.61,1.26,301.61,,,,,
12M 2016,1.06,352.64,2.19,170.98,,,,,
12M 2017,1.03,370.69,2.01,189.03,,,,,
12M 2018,0.89,365.15,1.77,184.58,,,,,
12M 2019,0.76,390.10,1.40,211.23,,,,,
12M 2020,0.56,401.15,0.56,400.95,,,,,
12M 2021,0.90,371.84,0.90,371.56,,,,,
12M 2022,1.06,339.96,1.06,339.81,,,,,
12M 2023,0.85,341.03,0.85,340.94,,,,,
12M 2024,0.91,363.43,0.91,363.33,,,,,
