Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,1.91
12M 2011,4.79,49.39,68.1,-13.92,76.23,,7.39,,0.25,,0.18,,-5.17,,0.86
12M 2012,2.99,45.4,49.8,-1.41,121.96,358.13,8.04,11.71,0.24,0.43,0.2,0.36,-14.57,-14.57,0.91
12M 2013,1.89,42.31,44.67,-0.47,193.59,94.74,8.63,9.03,0.23,0.22,0.2,0.19,17.21,17.21,1.08
12M 2014,2.15,21.61,28.41,-4.65,169.87,116.22,16.89,13.11,0.3,0.29,0.26,0.26,-16.03,-16.03,0.86
12M 2015,2.09,29.0,30.98,0.11,174.23,161.05,12.59,9.74,0.26,0.25,0.23,0.23,-1.49,-1.49,0.23
12M 2016,1.47,23.86,18.98,6.35,247.75,161.74,15.3,20.82,0.33,0.42,0.27,0.31,1.6,1.6,3.21
12M 2017,1.98,24.53,16.82,9.69,184.32,107.78,14.88,14.39,0.28,0.29,0.23,0.25,-5.13,-5.13,0.54
12M 2018,1.43,24.03,17.78,7.68,255.54,166.18,15.19,19.94,0.26,0.45,0.18,0.21,8.65,8.65,1.5
12M 2019,4.52,23.3,14.97,12.85,80.78,50.72,15.66,16.98,0.28,0.35,0.09,0.08,-39.32,-39.32,0.95
12M 2020,4.23,15.9,16.5,3.63,86.2,81.02,22.96,23.71,0.42,0.42,0.07,0.07,-130.23,-130.23,0.98
12M 2021,1.15,7.22,10.42,-2.05,318.14,232.34,50.53,26.25,1.08,1.25,0.06,0.06,0.74,0.74,11.83
12M 2022,,,,,,,,,,,,,,,94.15
12M 2023,,,,,,,,,,,,,,,0.01
12M 2024,,,,,,,,,,,,,,,0.03
