Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.00 B,191289.21,0.00,0.00,,0.97%,2.51%,4.72%,
12M 2012,4.93 B,-16.90,-28.58,3.97,,-2.53%,-9.34%,1.70%,
12M 2013,7.04 B,-59.25,-6.08,3.57,,-10.45%,-26.96%,2.72%,
12M 2014,7.12 B,23.63,20.31,3.23,,3.98%,10.01%,6.49%,
12M 2015,7.12 B,-7.75,-54.84,2.89,,-1.18%,-3.27%,5.36%,
12M 2016,7.12 B,30.79,14.81,2.78,,5.68%,9.43%,5.11%,
12M 2017,7.12 B,9.59,34.20,3.07,,2.40%,4.44%,5.15%,
12M 2018,7.12 B,-15.65,-16.61,4.14,,-5.59%,-6.91%,-1.06%,
12M 2019,7.12 B,-9.93,-20.14,7.53,,-3.03%,-3.42%,-1.20%,
12M 2020,7.12 B,280.02,1.23,10.26,,49.30%,51.77%,0.98%,
12M 2021,7.12 B,282.94,3.07,19.56,,34.33%,34.57%,1.52%,
12M 2022,7.12 B,33.65,18.87,0.00,(30.97 B),4.15%,4.16%,-0.54%,
12M 2023,7.12 B,-464.08,-1.35,0.00,(47.48 B),-37.52%,-134.27%,-1.17%,
12M 2024,15.77 B,-125.72,-3.48,0.00,(58.71 B),-25.18%,-48.45%,-1.83%,
