Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.17,0.14,0.25,1.8,0.0,0.0,0.24,0.14,0.8
12M 2011,1.29,1.25,0.5,1.75,0.0,0.0,0.47,0.28,0.75
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2013,1.86,1.83,1.28,2.52,0.0,0.0,1.21,0.51,1.52
12M 2014,1.05,1.02,1.03,2.32,0.0,0.0,0.99,0.44,1.32
12M 2015,1.11,1.08,0.76,2.02,0.0,0.0,0.72,0.37,1.02
12M 2016,1.1,1.06,1.18,2.42,0.0,0.0,1.15,0.49,1.42
12M 2017,1.0,0.96,0.9,2.15,0.0,0.0,0.86,0.42,1.06
12M 2018,1.32,1.29,0.61,1.82,0.0,0.0,0.59,0.34,0.75
12M 2019,1.54,1.49,0.88,2.05,0.0,0.0,0.85,0.43,1.0
12M 2020,1.0,0.98,1.27,2.43,0.0,0.0,1.24,0.52,1.4
12M 2021,0.39,0.35,3.77,5.52,0.0,0.0,3.7,0.68,4.5
12M 2022,0.66,0.62,1.61,3.24,0.0,0.0,1.54,0.5,2.21
12M 2023,0.7,0.65,1.09,2.59,0.0,0.0,1.07,0.42,1.57
12M 2024,0.65,0.62,0.86,2.23,0.0,0.0,0.81,0.39,1.21
