Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,7.24 B,-33.31,-1.56,0.06,,-1.36%,-4.97%,8.53%,0.87
12M 2009,7.24 B,23.68,2.20,0.07,,1.00%,3.55%,5.38%,1.34
12M 2010,29.85 B,25.92,6.29,0.71,,4.66%,13.88%,12.68%,3.26
12M 2011,29.97 B,8.15,36.20,1.15,,1.30%,4.31%,14.53%,3.90
12M 2012,35.69 B,19.47,27.73,1.97,,2.55%,7.50%,14.56%,6.47
12M 2013,35.90 B,-9.57,-35.53,1.06,,-1.08%,-4.18%,12.35%,3.49
12M 2014,38.74 B,5.02,57.57,0.90,,0.41%,1.78%,9.26%,3.39
12M 2015,38.90 B,-22.20,-7.84,0.55,,-1.62%,-8.35%,6.13%,1.92
12M 2016,48.06 B,4.85,27.84,0.50,,0.42%,1.92%,6.10%,1.91
12M 2017,48.06 B,3.09,29.13,0.32,,0.26%,1.23%,6.06%,1.54
12M 2018,51.94 B,1.66,34.94,0.20,"5,197.04 B",0.15%,0.70%,9.79%,2.34
12M 2019,67.77 B,6.36,10.06,0.27,"5,696.60 B",0.75%,3.15%,10.29%,2.35
12M 2020,73.77 B,2.05,32.20,0.33,,0.25%,1.03%,9.13%,2.78
12M 2021,86.07 B,7.52,7.45,0.27,"6,383.43 B",1.02%,4.16%,11.74%,3.98
12M 2022,86.07 B,8.48,6.72,0.27,"6,696.12 B",1.06%,4.29%,11.23%,4.93
12M 2023,86.07 B,3.56,14.04,0.27,"4,150.11 B",0.44%,1.71%,5.32%,2.06
12M 2024,86.07 B,2.25,15.11,0.19,"4,055.16 B",0.26%,1.10%,5.51%,2.02
