Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.69,2.28,1.05,3.67,0.0,0.0,0.74,0.29,1.51
12M 2009,1.78,1.48,0.95,3.54,0.0,0.0,0.61,0.27,1.39
12M 2010,1.49,1.25,0.83,2.98,0.0,0.0,0.6,0.28,1.23
12M 2011,2.24,1.94,0.73,3.33,0.0,0.0,0.53,0.22,1.17
12M 2012,3.02,2.66,0.5,2.94,0.0,0.0,0.36,0.17,0.95
12M 2013,2.88,2.48,1.28,3.86,0.0,0.0,1.05,0.33,1.81
12M 2014,1.66,1.47,1.23,4.35,0.0,0.0,0.9,0.28,2.29
12M 2015,1.11,1.01,1.46,5.14,0.0,0.0,1.06,0.28,2.94
12M 2016,1.08,0.97,1.31,4.57,0.0,0.0,1.01,0.29,2.57
12M 2017,1.07,0.91,1.57,4.69,0.0,0.0,1.34,0.33,2.69
12M 2018,1.12,0.93,1.57,4.57,0.0,0.0,1.39,0.34,2.59
12M 2019,1.09,0.9,1.13,4.21,0.0,0.0,1.02,0.27,2.1
12M 2020,1.05,0.87,0.99,4.08,0.0,0.0,0.86,0.24,1.92
12M 2021,1.1,0.93,0.81,4.08,0.0,0.0,0.58,0.2,1.75
12M 2022,1.15,0.95,0.75,4.06,0.0,0.0,0.49,0.19,1.74
12M 2023,1.23,1.03,0.7,3.93,0.0,0.0,0.42,0.18,1.62
12M 2024,1.2,1.01,0.66,4.28,0.0,0.0,0.43,0.16,1.84
