Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,,,0.0
12M 2009,,,,,,,,,4.96,5.03,0.11,0.1,,,0.0
12M 2010,,,,,,,,,4.84,4.69,0.1,0.1,,,0.0
12M 2011,,,,,,,,,5.13,5.12,0.1,0.09,,,0.0
12M 2012,,,,,,,,,5.73,5.72,0.09,0.08,,,0.0
12M 2013,,,,,,,,,6.94,7.05,0.09,0.08,,,0.0
12M 2014,,,,,,,,,8.51,8.64,0.09,0.09,,,0.0
12M 2015,,,,,,,,,9.84,9.76,0.09,0.09,,,0.0
12M 2016,,,,,,,,,5.52,3.69,0.09,0.08,,,0.0
12M 2017,,,,,,,,,4.06,4.04,0.08,0.08,,,0.0
12M 2018,,,,,,,,,4.44,4.4,0.08,0.08,,,0.0
12M 2019,,,,,,,,,4.94,4.94,0.08,0.08,,,0.0
12M 2020,,,,,,,,,4.48,4.5,0.07,0.07,,,0.0
12M 2021,,,,,,,,,4.46,4.52,0.07,0.07,,,0.0
12M 2022,,,,,,,,,4.29,4.27,0.07,0.07,,,0.0
12M 2023,,,,,,,,,3.91,3.88,0.07,0.07,,,0.0
12M 2024,,,,,,,,,3.42,3.31,0.07,0.06,,,0.0
