Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.3,0.92,0.41,2.68,0.15,0.06,0.17,0.15,1.41
12M 2010,1.14,0.82,0.49,2.72,0.0,0.0,0.21,0.18,1.46
12M 2011,1.69,1.34,0.34,2.0,0.0,0.0,-0.05,0.17,0.81
12M 2012,1.48,1.07,0.28,1.96,0.0,0.0,0.02,0.14,0.77
12M 2013,0.83,0.59,0.37,2.05,0.0,0.0,0.21,0.18,0.87
12M 2014,0.87,0.61,0.43,2.19,0.0,0.0,0.24,0.2,1.0
12M 2015,0.94,0.58,0.32,2.26,0.0,0.0,0.21,0.14,1.03
12M 2016,1.25,0.8,0.26,2.25,0.0,0.0,0.13,0.12,1.03
12M 2017,1.02,0.68,0.65,2.27,0.0,0.0,0.49,0.28,1.04
12M 2018,0.9,0.59,0.68,2.33,0.0,0.0,0.54,0.29,1.1
12M 2019,0.77,0.51,0.73,2.41,0.0,0.0,0.61,0.3,1.18
12M 2020,0.88,0.58,0.71,2.37,0.0,0.0,0.54,0.3,1.13
12M 2021,1.04,0.75,0.62,2.3,0.0,0.0,0.38,0.27,1.03
12M 2022,1.1,0.76,0.51,2.15,0.0,0.0,0.25,0.24,0.89
12M 2023,1.05,0.79,0.45,2.02,0.0,0.0,0.15,0.22,0.77
12M 2024,1.51,1.05,0.42,1.99,0.0,0.0,0.11,0.21,0.71
