Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.00 B,383692.07,0.00,0.00,,4.61%,12.56%,13.86%,5.60
12M 2011,15.82 B,105.37,10.91,1.44,,6.53%,13.07%,16.60%,7.59
12M 2012,15.82 B,73.15,15.72,1.31,,4.35%,8.52%,11.46%,4.28
12M 2013,15.82 B,33.13,23.54,0.93,,1.87%,3.83%,8.12%,2.06
12M 2014,15.82 B,53.25,13.24,0.75,,2.72%,5.94%,10.68%,3.08
12M 2015,15.82 B,16.72,19.86,0.38,,0.83%,1.89%,6.47%,1.64
12M 2016,15.82 B,34.04,14.51,0.54,,1.65%,3.72%,7.56%,2.86
12M 2017,15.82 B,32.38,14.33,0.46,,1.53%,3.48%,6.59%,2.61
12M 2018,15.82 B,-4.84,-95.04,0.51,"2,329.58 B",-0.22%,-0.52%,3.60%,1.14
12M 2019,15.82 B,-34.53,-12.51,0.50,"2,043.16 B",-1.56%,-3.77%,2.41%,0.71
12M 2020,15.82 B,14.81,28.36,0.46,"3,133.61 B",0.66%,1.57%,6.73%,2.19
12M 2021,15.82 B,62.24,7.33,0.37,"4,267.41 B",2.74%,6.28%,10.91%,4.22
12M 2022,15.82 B,75.77,5.46,0.37,"4,297.05 B",3.32%,7.12%,10.92%,4.71
12M 2023,15.82 B,46.56,8.08,0.37,"3,367.29 B",2.10%,4.25%,7.39%,3.12
12M 2024,15.50 B,99.99,3.78,0.37,"4,744.37 B",4.16%,8.28%,12.21%,5.90
