Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.85 B,-37.50,-0.13,0.02,,-2.15%,-36.31%,-2.88%,
12M 2009,0.85 B,-157.97,-0.06,0.05,,-9.46%,288.84%,-11.69%,
12M 2010,5.98 B,-14.83,-1.62,1.24,,-5.68%,-34.55%,-10.47%,
12M 2011,9.26 B,-15.90,-1.19,0.34,,-2.46%,-31.79%,-4.49%,
12M 2012,10.76 B,4.36,4.82,0.15,,0.61%,7.16%,1.05%,
12M 2013,10.76 B,8.95,1.68,0.10,,1.07%,13.41%,0.15%,
12M 2014,10.76 B,-11.08,-1.26,0.09,,-1.32%,-18.73%,-1.64%,
12M 2015,10.76 B,-30.79,-0.29,0.10,,-5.55%,-106.60%,-5.01%,
12M 2016,64.11 B,-6.32,-2.06,1.75,,-7.71%,-46.86%,-9.10%,
12M 2017,64.11 B,-1.19,-10.08,1.45,,-1.00%,-9.68%,-1.61%,
12M 2018,64.11 B,-1.56,-7.69,1.35,(105.01 B),-1.06%,-14.44%,-1.57%,
12M 2019,64.11 B,-2.15,-5.58,1.39,(145.00 B),-1.70%,-25.03%,-2.05%,
12M 2020,6.41 B,-48.07,-2.04,1.69,(212.21 B),-5.77%,-22.63%,-3.85%,
12M 2021,51.87 B,-5.11,-10.57,9.03,(160.26 B),-3.00%,-14.02%,-2.88%,
12M 2022,51.87 B,-4.61,-10.85,5.63,(263.00 B),-3.31%,-14.57%,-3.80%,
12M 2023,51.87 B,0.51,98.04,5.73,55.20 B,0.39%,1.59%,0.42%,
12M 2024,51.87 B,0.76,39.47,3.16,113.39 B,0.52%,2.31%,1.34%,
