Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,8.01,2.17,0.0,1.55,0.0,0.0,-0.03,0.0,0.55
12M 2014,2.08,0.71,0.3,2.65,0.0,0.0,0.08,0.11,1.65
12M 2015,1.96,1.04,0.14,2.11,0.0,0.0,-0.0,0.07,1.11
12M 2016,1.86,1.28,0.74,3.13,0.0,0.0,0.52,0.24,2.08
12M 2017,2.09,1.63,0.75,2.63,0.0,0.0,0.54,0.28,1.58
12M 2018,1.83,1.21,1.03,3.12,0.0,0.0,0.93,0.33,2.02
12M 2019,1.77,1.08,1.3,3.53,0.0,0.0,1.21,0.37,2.43
12M 2020,1.7,0.47,1.61,4.64,0.0,0.0,1.51,0.35,3.5
12M 2021,1.77,0.52,1.32,5.32,0.0,0.0,0.9,0.25,4.19
12M 2022,1.78,0.62,1.2,5.46,0.0,0.0,0.82,0.22,4.32
12M 2023,1.01,0.3,1.04,7.32,0.0,0.0,0.76,0.14,6.1
12M 2024,1.21,0.4,1.81,11.4,0.0,0.0,1.78,0.16,10.02
