Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,0.04,,8.01
12M 2014,210.07,1083.93,88.92,1205.08,1.74,,0.34,,2.62,,0.27,,0.46,,2.08
12M 2015,198.61,522.49,143.18,577.92,1.84,1.36,0.7,0.72,1.59,1.52,0.37,0.33,0.97,0.97,1.96
12M 2016,336.47,362.22,254.95,443.74,1.08,0.81,1.01,0.99,1.17,1.15,0.3,0.27,0.9,0.9,1.86
12M 2017,471.35,281.95,283.04,470.26,0.77,0.65,1.29,1.19,1.38,1.31,0.25,0.23,0.73,0.73,2.09
12M 2018,731.5,490.35,467.25,754.6,0.5,0.43,0.74,0.6,1.24,1.27,0.18,0.16,0.54,0.54,1.83
12M 2019,938.66,802.96,699.03,1042.59,0.39,0.38,0.45,0.4,1.08,1.03,0.14,0.13,0.45,0.45,1.77
12M 2020,803.34,1387.83,648.98,1542.19,0.45,0.96,0.26,0.21,0.8,0.78,0.11,0.11,0.44,0.44,1.7
12M 2021,842.52,4231.95,1069.39,4005.08,0.43,0.4,0.09,0.1,0.42,0.41,0.04,0.04,0.15,0.15,1.77
12M 2022,463.05,2286.77,615.52,2134.3,0.79,0.69,0.16,0.16,1.34,1.32,0.08,0.08,0.28,0.28,1.78
12M 2023,488.04,1672.18,495.73,1664.49,0.75,0.73,0.22,0.21,1.89,2.08,0.1,0.1,16.51,16.51,1.01
12M 2024,2591.92,7324.65,1828.3,8088.27,0.14,0.16,0.05,0.05,0.61,1.07,0.02,0.02,0.2,0.2,1.21
