Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,,,1.76
12M 2014,92.1,138.23,34.43,195.9,3.96,,2.64,,1.69,,0.72,,3.63,,1.54
12M 2015,92.17,180.31,40.29,232.19,3.96,4.29,2.02,1.98,1.46,1.48,0.59,0.6,3.78,3.78,1.48
12M 2016,63.33,128.19,31.65,159.87,5.76,5.19,2.85,2.47,1.97,1.95,0.75,0.73,3.98,3.98,1.46
12M 2017,50.93,132.19,30.46,152.66,7.17,6.85,2.76,2.42,2.74,2.63,0.85,0.76,22.27,22.27,1.07
12M 2018,34.38,87.24,35.04,86.58,10.62,8.33,4.18,4.37,4.49,4.25,1.18,1.09,-41.78,-41.78,0.95
12M 2019,25.88,68.42,40.89,53.41,14.11,14.39,5.34,4.43,5.57,5.69,1.32,1.24,15.9,15.9,1.18
12M 2020,39.57,97.9,62.16,75.31,9.22,7.47,3.73,4.79,3.89,4.0,0.82,0.81,10.76,10.76,1.19
12M 2021,42.21,77.74,54.08,65.87,8.65,9.49,4.7,4.27,4.01,4.13,0.76,0.75,10.96,10.96,1.2
12M 2022,32.69,75.64,48.02,60.31,11.17,10.22,4.83,3.61,4.54,4.58,0.72,0.68,8.45,8.45,1.28
12M 2023,23.9,59.14,39.07,43.97,15.27,9.38,6.17,7.74,5.83,5.88,0.7,0.64,704.64,704.64,1.0
12M 2024,37.93,81.05,66.68,52.3,9.62,7.61,4.5,4.17,3.78,3.89,0.42,0.4,11.96,11.96,1.15
