Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.76,1.13,0.26,1.73,0.11,0.07,0.12,0.15,0.73
12M 2014,1.54,0.81,0.31,1.76,0.0,0.0,0.23,0.18,0.76
12M 2015,1.48,0.84,0.28,1.66,0.0,0.0,0.15,0.17,0.66
12M 2016,1.46,0.86,0.4,1.85,0.0,0.0,0.15,0.21,0.85
12M 2017,1.07,0.48,0.5,2.27,0.0,0.0,0.33,0.22,1.26
12M 2018,0.95,0.57,0.5,2.25,0.0,0.0,0.35,0.22,1.25
12M 2019,1.18,0.67,0.32,1.95,0.0,0.0,0.15,0.17,0.94
12M 2020,1.19,0.85,0.3,1.76,0.0,0.0,0.05,0.17,0.75
12M 2021,1.2,0.82,0.2,1.58,0.0,0.0,0.02,0.13,0.58
12M 2022,1.28,0.85,0.35,1.65,0.0,0.0,0.21,0.21,0.64
12M 2023,1.0,0.7,0.54,1.87,0.0,0.0,0.42,0.29,0.86
12M 2024,1.15,0.83,0.48,1.81,0.0,0.0,0.43,0.26,0.81
