Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,19.39,,,,,0.0
12M 2009,,,,,,,,,1.2,1.42,,,,,0.0
12M 2010,,,,,,,,,7.41,7.58,,,,,0.0
12M 2011,,,,,,,,,-0.54,-0.63,,,,,0.0
12M 2012,,,,,,,,,0.98,1.2,,,,,0.0
12M 2013,,,,,,,,,2.23,2.24,,,,,0.0
12M 2014,,,,,,,,,6.04,7.42,,,,,0.0
12M 2015,,,,,,,,,9.63,6.87,,,,,0.0
12M 2016,,,,,,,,,22.12,23.04,0.01,0.01,,,0.0
12M 2017,,,,,,,,,16.56,17.16,0.01,0.01,,,0.0
12M 2018,,,,,,,,,-1.67,-1.66,,,,,0.0
12M 2019,,,,,,,,,-5.93,-6.12,,,,,0.0
12M 2020,,,,,,,,,0.12,0.12,,,,,0.0
12M 2021,,,,,,,,,0.39,0.41,,,,,0.0
12M 2022,17.68,,,,,,,,0.54,0.55,,,,,0.0
12M 2023,49.73,,,,,,,,0.62,0.63,,,,,0.0
12M 2024,65.51,,,,,,,,0.68,0.68,,,,,0.0
