Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,10 B,(0 B),10 B,4.69
12M 2009,(4 B),(0 B),(4 B),-1.62
12M 2010,(4 B),(1 B),(5 B),-2.26
12M 2011,(69 B),(0 B),(69 B),-26.79
12M 2012,(29 B),(0 B),(29 B),-11.05
12M 2013,(26 B),(0 B),(26 B),-10.16
12M 2014,(34 B),(0 B),(34 B),-13.08
12M 2015,(15 B),(0 B),(15 B),-5.72
12M 2016,(31 B),(0 B),(31 B),-12.11
12M 2017,(11 B),(0 B),(11 B),-4.42
12M 2018,(21 B),(0 B),(22 B),-8.33
12M 2019,(9 B),(0 B),(9 B),-3.39
12M 2020,(6 B),(0 B),(6 B),-2.41
12M 2021,(5 B),,(5 B),-1.92
12M 2022,(1 B),,(1 B),-0.39
12M 2023,(0 B),,(0 B),-0.15
12M 2024,1 B,(0 B),1 B,0.53
