Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.22 B,-0.64,-79.69,62.61,,-0.31%,-0.47%,-1.58%,-0.39
12M 2009,2.22 B,13.11,3.89,1318.46,,6.79%,11.20%,-0.88%,-0.50
12M 2010,2.22 B,59.94,1.69,96.92,,22.67%,32.36%,-0.63%,-0.42
12M 2011,2.59 B,6.03,18.57,-907.43,,2.53%,2.55%,1.55%,2.49
12M 2012,2.59 B,46.49,3.59,915.27,,15.74%,15.81%,-0.90%,
12M 2013,2.59 B,65.21,2.98,685.13,,17.89%,17.97%,-1.05%,
12M 2014,2.59 B,80.11,2.73,382.99,,17.51%,17.59%,-0.87%,
12M 2015,2.59 B,1.23,71.54,119.72,,0.27%,0.28%,-0.82%,
12M 2016,2.59 B,14.68,7.29,28.43,,3.09%,3.12%,-0.23%,
12M 2017,2.59 B,-0.27,-314.81,20.66,,-0.06%,-0.06%,-0.77%,
12M 2018,2.59 B,14.14,7.21,-259.76,(39.87 B),2.90%,2.93%,-3.21%,
12M 2019,2.59 B,-15.65,-5.11,-60.77,(41.43 B),-3.70%,-3.75%,-3.52%,
12M 2020,2.59 B,6.04,14.57,3796.10,(10.21 B),1.42%,1.43%,-0.94%,
12M 2021,2.59 B,45.21,2.48,1610.47,(1.50 B),9.64%,9.64%,-0.13%,
12M 2022,2.59 B,-104.51,-0.78,931.77,(1.63 B),-27.26%,-27.26%,-0.15%,
12M 2023,2.59 B,9.01,7.21,700.98,(1.51 B),2.30%,2.30%,-0.15%,
12M 2024,2.59 B,-13.94,-4.02,582.10,(1.48 B),-3.73%,-3.73%,-0.15%,
