Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.86 B,3.82,13.09,0.54,,4.39%,19.54%,18.92%,2.91
12M 2012,1.86 B,4.88,11.27,0.34,,4.08%,10.74%,11.24%,3.55
12M 2013,1.86 B,6.32,8.07,0.27,,4.60%,11.29%,12.79%,3.52
12M 2014,1.86 B,6.39,31.30,0.82,,4.39%,9.92%,14.86%,3.26
12M 2015,1.86 B,7.29,14.54,0.35,,4.48%,9.47%,13.56%,3.76
12M 2016,1.86 B,3.10,50.97,0.49,,1.75%,3.87%,8.61%,2.63
12M 2017,1.86 B,3.63,29.20,0.30,,1.85%,4.19%,10.41%,2.23
12M 2018,1.86 B,4.65,21.72,0.29,33.39 B,2.13%,4.75%,10.90%,2.30
12M 2019,1.86 B,4.55,21.98,0.39,27.43 B,2.16%,4.29%,7.73%,1.90
12M 2020,1.86 B,-3.13,-26.20,0.42,9.60 B,-1.56%,-3.01%,0.50%,0.14
12M 2021,1.86 B,7.83,12.13,0.33,33.38 B,3.71%,6.89%,11.09%,4.15
12M 2022,1.86 B,11.50,7.91,0.31,36.65 B,5.47%,9.05%,11.72%,5.49
12M 2023,1.86 B,6.50,10.46,0.23,29.16 B,2.93%,4.82%,8.22%,3.59
12M 2024,1.86 B,6.70,8.51,0.18,27.30 B,2.89%,4.67%,7.23%,3.31
