Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.08,,46.56,,3.34,,0.55,15.94,15.94,1.17
12M 2009,35.33,6.37,54.75,-13.05,10.33,8.51,57.29,52.18,4.04,3.62,0.71,0.68,3.44,3.44,1.98
12M 2010,39.61,5.8,49.3,-3.89,9.21,9.72,62.9,54.61,3.04,2.93,0.59,0.61,5.6,5.6,1.76
12M 2011,34.07,6.01,46.67,-6.59,10.71,8.84,60.74,55.62,3.32,2.99,0.79,0.73,7.69,7.69,1.67
12M 2012,44.91,7.74,48.82,3.83,8.13,8.43,47.16,35.74,2.39,2.14,0.62,0.55,7.23,7.23,1.57
12M 2013,38.07,11.03,43.48,5.62,9.59,10.51,33.09,24.46,2.11,1.96,0.55,0.5,5.5,5.5,1.77
12M 2014,32.33,13.83,47.05,-0.89,11.29,10.55,26.39,25.76,2.02,2.06,0.51,0.48,6.69,6.69,1.64
12M 2015,31.74,14.05,45.05,0.74,11.5,10.8,25.98,27.88,1.78,1.71,0.44,0.41,4.08,4.08,2.4
12M 2016,36.62,14.84,41.03,10.43,9.97,9.05,24.59,25.19,1.64,1.72,0.4,0.4,2.64,2.64,2.47
12M 2017,34.75,13.81,42.35,6.21,10.5,9.33,26.42,24.98,2.12,2.18,0.48,0.47,2.67,2.67,2.56
12M 2018,34.09,14.78,46.41,2.46,10.71,8.88,24.7,21.15,2.36,2.16,0.53,0.49,4.54,4.54,1.96
12M 2019,36.14,17.1,49.76,3.48,10.1,10.72,21.34,20.42,2.07,2.0,0.48,0.48,4.01,4.01,1.71
12M 2020,36.92,20.24,49.15,8.01,9.89,11.56,18.03,18.59,1.62,1.61,0.39,0.4,4.47,4.47,1.51
12M 2021,30.71,18.81,39.65,9.87,11.89,9.37,19.41,17.22,2.74,2.84,0.58,0.54,2.71,2.71,2.08
12M 2022,25.05,17.43,32.31,10.17,14.57,11.18,20.94,17.06,5.66,5.52,0.87,0.75,2.69,2.69,2.17
12M 2023,101.55,54.24,99.26,56.53,3.59,4.55,6.73,5.86,1.31,1.23,0.2,0.2,0.97,0.97,2.01
12M 2024,75.83,40.69,75.33,41.19,4.81,5.11,8.97,7.6,1.27,1.13,0.24,0.24,1.04,1.04,4.02
