Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.17,1.12,0.8,2.41,0.0,0.0,0.63,0.33,1.41
12M 2009,1.98,1.95,0.92,2.43,0.0,0.0,0.27,0.38,1.43
12M 2010,1.76,1.71,0.78,2.19,0.0,0.0,0.48,0.36,1.18
12M 2011,1.67,1.6,0.87,2.32,0.0,0.0,0.64,0.37,1.32
12M 2012,1.57,1.5,0.96,2.62,0.0,0.0,0.76,0.37,1.44
12M 2013,1.77,1.64,0.82,2.49,0.0,0.0,0.57,0.33,1.31
12M 2014,1.64,1.52,0.7,2.32,0.0,0.0,0.43,0.3,1.14
12M 2015,2.4,2.24,0.77,2.08,0.0,0.0,0.52,0.37,0.91
12M 2016,2.47,2.36,0.47,2.07,0.0,0.0,0.13,0.23,0.87
12M 2017,2.56,2.45,0.4,1.96,0.0,0.0,0.05,0.2,0.78
12M 2018,1.96,1.82,0.39,1.93,0.0,0.0,0.13,0.2,0.76
12M 2019,1.71,1.61,0.53,1.93,0.0,0.0,0.11,0.27,0.87
12M 2020,1.51,1.42,0.4,1.72,0.0,0.0,0.09,0.23,0.65
12M 2021,2.08,1.99,0.39,1.83,0.0,0.0,-0.05,0.21,0.76
12M 2022,2.17,2.09,0.26,1.79,0.0,0.0,-0.41,0.15,0.71
12M 2023,2.01,1.93,0.21,1.55,0.0,0.0,-0.28,0.14,0.45
12M 2024,4.02,3.87,0.12,1.36,0.0,0.0,-0.17,0.09,0.27
