Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,11.49,8.84,-0.04,-0.64,-0.0,0.0,-0.03,0.06,-1.64
12M 2014,2.52,1.62,-0.04,-0.73,-0.0,0.0,-0.02,0.05,-1.73
12M 2015,2.44,2.0,-0.03,-0.6,-0.0,0.0,-0.0,0.06,-1.6
12M 2016,1.91,1.58,-0.03,-0.62,-0.0,0.0,-0.01,0.05,-1.62
12M 2017,2.26,1.94,-0.03,-0.57,-0.0,0.0,-0.01,0.06,-1.57
12M 2018,2.75,2.29,-0.03,-0.39,-0.0,0.0,-0.01,0.08,-1.39
12M 2019,2.42,1.96,-0.01,-0.36,-0.0,0.0,0.01,0.04,-1.36
12M 2020,2.94,2.47,-0.01,-0.34,-0.0,0.0,0.0,0.04,-1.34
12M 2021,2.93,2.45,-0.01,-0.34,-0.0,0.0,0.01,0.04,-1.34
12M 2022,3.44,2.88,-0.0,-0.32,-0.0,0.0,0.02,0.0,-1.32
12M 2023,2.92,2.42,-0.0,-0.32,-0.0,0.0,0.01,0.0,-1.32
12M 2024,3.17,2.74,-0.0,-0.31,-0.0,0.0,0.02,0.0,-1.31
