Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,-0.04,-2718.70,-0.04,-2718.70,,15 B,15 B,14 B,98 B
12M 2014,-0.02,-2782.91,-0.02,-2782.91,,15 B,15 B,8 B,90 B
12M 2015,-0.02,-2936.89,-0.02,-2936.89,,15 B,15 B,0 B,66 B
12M 2016,-0.03,-2945.03,-0.03,-2945.03,,15 B,15 B,5 B,56 B
12M 2017,-0.03,-2971.81,-0.03,-2971.81,,15 B,15 B,4 B,56 B
12M 2018,-0.02,-3295.73,-0.02,-3295.73,,15 B,15 B,5 B,55 B
12M 2019,-0.02,-3304.86,-0.02,-3304.86,,7 B,7 B,(5 B),43 B
12M 2020,-0.02,-3312.41,-0.02,-3312.41,,7 B,7 B,(2 B),39 B
12M 2021,-0.02,-3312.86,-0.02,-3312.86,,7 B,7 B,(7 B),37 B
12M 2022,-0.02,-3291.81,-0.02,-3291.81,,,,(10 B),34 B
12M 2023,-0.02,-3292.54,-0.02,-3292.54,,,,(6 B),25 B
12M 2024,-0.02,-3320.78,-0.02,-3320.78,,,,(10 B),27 B
