Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.15 B,-53.13,-1.84,0.16,,-3.04%,1.95%,-6.58%,-378.95
12M 2014,0.15 B,-64.21,-1.06,0.12,,-3.18%,2.31%,-3.90%,-562.75
12M 2015,0.15 B,-153.98,-0.44,0.07,,-8.71%,5.24%,-10.02%,-1244.11
12M 2016,0.15 B,-19.30,-3.89,0.04,,-1.06%,0.66%,-0.56%,-43.69
12M 2017,0.15 B,-26.17,-3.71,1.23,,-1.56%,0.88%,-3.76%,-2569.06
12M 2018,0.15 B,-323.92,-0.18,56.55,(9.11 B),-25.49%,9.83%,-5.13%,-4122.92
12M 2019,0.15 B,-9.28,-6.47,150.15,(9.28 B),-0.77%,0.28%,-6.21%,-4139.27
12M 2020,0.15 B,-7.11,-8.44,0.00,(8.84 B),-0.63%,0.21%,-6.11%,-3774.25
12M 2021,0.15 B,-0.36,-166.67,6.15,(10.11 B),-0.03%,0.01%,-6.99%,-3953.55
12M 2022,0.15 B,21.28,2.82,0.00,(9.32 B),2.00%,-0.65%,-6.53%,-2739.48
12M 2023,0.15 B,-0.56,-107.14,0.00,(11.27 B),-0.05%,0.02%,-7.96%,-3864.71
12M 2024,0.15 B,-28.26,-2.12,0.00,(13.65 B),-2.76%,0.85%,-9.69%,-4645.47
