Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.66,0.58,8.58,11.74,0.0,0.0,7.8,0.73,10.58
12M 2009,0.21,0.19,-5.72,-6.1,-0.0,0.0,-5.28,0.94,-7.04
12M 2010,0.17,0.15,-2.37,-2.1,-0.0,0.0,-2.23,1.13,-3.08
12M 2011,2.47,2.41,0.2,1.4,0.0,0.0,0.15,0.14,0.39
12M 2012,1.22,1.18,0.16,1.34,0.0,0.0,0.11,0.12,0.33
12M 2013,1.01,0.95,0.25,1.38,0.0,0.0,0.21,0.18,0.38
12M 2014,2.32,2.29,0.37,1.56,0.0,0.0,0.35,0.24,0.54
12M 2015,2.67,2.63,0.34,1.53,0.0,0.0,0.31,0.22,0.51
12M 2016,2.68,2.64,0.4,1.66,0.0,0.0,0.37,0.24,0.64
12M 2017,2.42,2.38,0.41,1.66,0.0,0.0,0.39,0.25,0.64
12M 2018,4.69,4.59,0.27,1.44,0.0,0.0,0.26,0.19,0.43
12M 2019,1.59,1.52,0.32,1.51,0.0,0.0,0.3,0.21,0.5
12M 2020,1.17,1.12,0.31,1.48,0.0,0.0,0.29,0.21,0.48
12M 2021,1.1,1.05,0.33,1.49,0.0,0.0,0.32,0.22,0.49
12M 2022,0.46,0.43,0.34,1.56,0.0,0.0,0.33,0.21,0.56
12M 2023,0.72,0.67,0.31,1.52,0.0,0.0,0.3,0.2,0.51
12M 2024,0.69,0.64,0.31,1.55,0.0,0.0,0.31,0.2,0.55
