Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.91,0.89,1.27,2.97,0.0,0.0,0.94,0.43,1.95
12M 2009,0.55,0.54,1.43,3.07,0.0,0.0,1.27,0.47,2.05
12M 2010,0.52,0.51,1.36,2.96,0.0,0.0,1.25,0.46,1.94
12M 2011,0.55,0.54,1.28,2.84,0.0,0.0,1.16,0.45,1.82
12M 2012,0.75,0.75,1.35,2.93,0.0,0.0,1.15,0.46,1.9
12M 2013,0.53,0.53,1.76,3.43,0.0,0.0,1.62,0.51,2.39
12M 2014,0.41,0.4,2.02,3.94,0.0,0.0,1.76,0.51,2.89
12M 2015,0.49,0.49,2.24,4.44,0.0,0.0,1.95,0.5,3.37
12M 2016,0.42,0.42,1.77,3.81,0.0,0.0,1.64,0.47,2.75
12M 2017,0.59,0.58,1.62,3.62,0.0,0.0,1.5,0.45,2.56
12M 2018,0.38,0.37,2.23,4.76,0.0,0.0,2.14,0.47,3.67
12M 2019,0.56,0.56,2.37,4.94,0.0,0.0,1.91,0.48,3.86
12M 2020,0.42,0.42,2.35,5.29,0.0,0.0,2.2,0.45,4.2
12M 2021,0.4,0.4,3.69,6.91,0.0,0.0,3.28,0.53,5.78
12M 2022,0.52,0.52,1.98,4.02,0.0,0.0,1.64,0.49,2.9
12M 2023,0.45,0.45,1.75,3.73,0.0,0.0,1.58,0.47,2.63
12M 2024,0.48,0.48,1.64,3.41,0.0,0.0,1.5,0.48,2.32
