Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,5.43 B,275.18,20.90,1.67,,2.89%,8.59%,23.23%,2.56
12M 2009,5.43 B,274.08,17.24,1.40,,2.71%,8.29%,7.74%,1.72
12M 2010,5.43 B,106.80,50.56,1.48,,1.10%,3.25%,8.39%,1.53
12M 2011,5.43 B,182.56,30.95,1.49,,1.90%,5.40%,6.98%,1.58
12M 2012,5.43 B,299.67,21.52,1.56,,2.95%,8.63%,7.56%,1.54
12M 2013,5.43 B,-325.04,-12.77,0.95,,-3.24%,-11.10%,3.54%,0.68
12M 2014,5.43 B,-243.47,-16.63,0.91,,-2.48%,-9.79%,1.84%,0.28
12M 2015,5.43 B,-206.54,-26.63,1.12,,-2.03%,-8.99%,7.00%,0.83
12M 2016,5.43 B,203.36,31.72,1.20,,2.17%,8.28%,11.75%,1.75
12M 2017,5.43 B,209.02,22.96,0.87,,2.24%,8.11%,12.18%,1.90
12M 2018,5.43 B,-442.38,-3.81,0.40,"7,658.19 B",-4.52%,-21.51%,-1.78%,-0.28
12M 2019,5.43 B,288.74,10.08,0.61,"13,249.30 B",2.50%,12.33%,10.11%,1.33
12M 2020,5.43 B,-131.90,-38.29,0.98,"11,685.29 B",-1.14%,-6.04%,4.14%,0.55
12M 2021,5.43 B,1242.35,4.99,1.07,"20,802.52 B",10.65%,73.54%,28.32%,3.53
12M 2022,8.06 B,585.84,10.54,1.06,"24,293.96 B",4.15%,16.67%,18.79%,2.44
12M 2023,8.06 B,558.92,16.77,1.48,"25,048.88 B",3.93%,14.66%,13.15%,2.21
12M 2024,32.25 B,152.27,16.29,1.43,"26,396.34 B",4.29%,14.66%,13.22%,2.42
