Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"6,513 B","(10,315 B)","(3,802 B)",-699.61
12M 2009,"4,051 B","(10,700 B)","(6,649 B)",-1223.52
12M 2010,"6,839 B","(6,535 B)",304 B,55.89
12M 2011,"7,320 B","(6,058 B)","1,262 B",232.18
12M 2012,"6,989 B","(5,789 B)","1,200 B",220.92
12M 2013,"8,393 B","(9,329 B)",(936 B),0.00
12M 2014,"7,349 B","(6,443 B)",905 B,166.61
12M 2015,"8,265 B","(7,355 B)",910 B,167.56
12M 2016,"9,752 B","(7,293 B)","2,459 B",452.51
12M 2017,"8,961 B","(6,040 B)","2,920 B",537.45
12M 2018,"4,162 B","(5,513 B)","(1,351 B)",-248.57
12M 2019,"10,588 B","(10,693 B)",(105 B),-19.31
12M 2020,"11,048 B","(7,630 B)","3,417 B",628.91
12M 2021,"10,972 B","(9,484 B)","1,488 B",273.75
12M 2022,"15,677 B","(10,429 B)","5,248 B",650.87
12M 2023,"17,680 B","(13,009 B)","4,671 B",579.33
12M 2024,"19,096 B","(12,673 B)","6,423 B",199.17
