Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,4.17 B,15.27,12.44,0.20,,2.27%,7.17%,41.19%,4.69
12M 2009,4.17 B,33.33,10.20,0.51,,4.99%,13.99%,15.24%,2.90
12M 2010,4.74 B,52.40,7.82,0.66,,6.80%,20.11%,17.10%,3.74
12M 2011,4.94 B,84.80,6.96,0.78,,9.87%,26.22%,24.27%,6.70
12M 2012,4.94 B,48.89,10.02,0.64,,4.65%,13.81%,15.06%,4.05
12M 2013,4.94 B,17.08,27.52,0.63,,1.36%,4.73%,12.87%,2.62
12M 2014,4.94 B,87.71,8.61,0.59,,5.91%,17.72%,18.32%,3.85
12M 2015,5.34 B,36.88,13.83,0.51,,2.12%,6.90%,10.67%,2.71
12M 2016,5.34 B,115.21,8.59,0.81,,4.89%,18.13%,15.14%,3.66
12M 2017,5.34 B,177.64,6.90,0.73,,6.77%,23.80%,19.19%,3.86
12M 2018,5.34 B,141.84,6.10,0.54,"2,379.14 B",4.64%,15.91%,15.11%,2.50
12M 2019,5.34 B,124.08,8.02,0.62,"2,190.71 B",3.82%,12.38%,10.80%,2.05
12M 2020,5.34 B,126.92,7.37,0.46,"2,669.73 B",3.49%,11.53%,13.33%,2.21
12M 2021,5.34 B,148.77,5.34,0.27,"2,839.63 B",3.77%,12.26%,13.80%,2.38
12M 2022,5.34 B,149.88,4.64,0.22,"3,079.10 B",3.38%,11.74%,15.17%,2.27
12M 2023,6.03 B,101.45,6.85,0.27,"2,506.31 B",2.36%,7.46%,12.03%,1.58
12M 2024,6.03 B,116.18,5.29,0.21,"2,719.03 B",2.52%,8.30%,11.64%,1.67
