Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.76,0.61,1.02,2.6,0.0,0.0,0.99,0.39,1.58
12M 2009,0.79,0.65,0.96,2.4,0.0,0.0,0.96,0.4,1.38
12M 2010,0.97,0.79,0.67,2.14,0.0,0.0,0.57,0.31,1.12
12M 2011,1.02,0.88,0.37,1.75,0.0,0.0,0.35,0.21,0.73
12M 2012,1.17,0.98,0.17,1.57,0.0,0.0,0.1,0.11,0.56
12M 2013,1.3,1.12,0.08,1.5,0.0,0.0,0.04,0.05,0.48
12M 2014,1.61,1.42,0.05,1.4,0.0,0.0,0.0,0.04,0.39
12M 2015,1.02,0.85,0.24,1.63,0.0,0.0,0.23,0.14,0.61
12M 2016,1.35,1.0,0.23,1.65,0.0,0.0,0.23,0.14,0.64
12M 2017,1.63,1.3,0.13,1.58,0.0,0.0,0.08,0.09,0.56
12M 2018,1.74,1.48,0.09,1.53,0.0,0.0,-0.09,0.06,0.52
12M 2019,1.74,1.57,0.04,1.55,0.0,0.0,-0.26,0.03,0.54
12M 2020,1.96,1.76,0.02,1.53,0.0,0.0,-0.32,0.02,0.52
12M 2021,2.4,2.14,0.01,1.45,0.0,0.0,-0.38,0.01,0.43
12M 2022,2.34,1.96,0.03,1.43,0.0,0.0,-0.21,0.02,0.41
12M 2023,2.41,2.02,0.09,1.44,0.0,0.0,-0.15,0.0,0.42
12M 2024,2.1,1.87,0.06,1.44,0.0,0.0,-0.15,0.04,0.43
