Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,91 B,(22 B),69 B,75.53
12M 2009,88 B,(33 B),55 B,29.94
12M 2010,115 B,(19 B),96 B,52.57
12M 2011,144 B,(24 B),120 B,65.29
12M 2012,238 B,(67 B),170 B,92.83
12M 2013,279 B,(159 B),119 B,16.27
12M 2014,239 B,(89 B),149 B,20.36
12M 2015,112 B,(83 B),29 B,3.89
12M 2016,96 B,(75 B),21 B,2.81
12M 2017,246 B,(74 B),172 B,23.43
12M 2018,357 B,(90 B),266 B,36.27
12M 2019,369 B,(44 B),325 B,44.26
12M 2020,420 B,(84 B),336 B,45.71
12M 2021,499 B,(115 B),385 B,52.37
12M 2022,466 B,(176 B),289 B,39.38
12M 2023,344 B,(201 B),143 B,19.44
12M 2024,621 B,(197 B),423 B,57.67
