Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,-0.00,-1535424000000.00,-0.00,-1535424000000.00,,,,,
12M 2009,0.00,569109000000.00,0.00,569109000000.00,,,,,
12M 2010,0.00,774194000000.00,0.00,749507000000.00,,,,,
12M 2011,0.00,1001898000000.00,0.00,980917000000.00,,,,,
12M 2012,0.00,1243946000000.00,0.00,1217562000000.00,,,,,
12M 2013,0.00,1375050000000.00,0.00,1345935000000.00,,,,,
12M 2014,0.00,1019618000000.00,0.00,988213000000.00,,,,,
12M 2015,0.00,998153000000.00,0.00,968725000000.00,,,,,
12M 2016,0.00,1353263000000.00,0.00,1323649000000.00,,,,,
12M 2017,0.00,1512324000000.00,0.00,1485124000000.00,,,,,
12M 2018,38072.03,131.33,40627.29,123.07,,,,,
12M 2019,29907.88,167.18,31585.60,158.30,,,,,
12M 2020,4.86,144.15,5.21,134.23,,,,,
12M 2021,1.10,188.07,1.13,181.77,,,,,
12M 2022,0.85,205.76,0.86,201.26,,,,,
12M 2023,0.58,207.61,0.59,203.54,,,,,
12M 2024,0.89,209.51,0.91,204.52,,,,,
