Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,2.00 B,1.58,0.00,0.00,,0.45%,1.56%,0.75%,
12M 2012,5.00 B,0.32,0.00,0.00,,0.17%,0.32%,0.87%,3.90
12M 2013,9.00 B,0.03,3333.33,17.74,,0.02%,0.03%,0.37%,1.18
12M 2014,9.00 B,-3.23,-15.48,3.91,,-2.34%,-3.25%,1.71%,0.71
12M 2015,9.00 B,-10.80,-4.63,4.24,,-8.44%,-12.50%,-0.48%,-0.18
12M 2016,9.00 B,-4.67,-10.71,14.74,,-3.77%,-5.53%,-2.77%,
12M 2017,9.00 B,-18.19,-2.75,6.49,,-16.75%,-28.27%,-2.33%,
12M 2018,9.00 B,-4.68,-10.68,2.56,(18.55 B),-3.23%,-8.39%,-4.20%,-1.02
12M 2019,9.00 B,-14.74,-3.39,2.68,(96.48 B),-10.36%,-36.08%,-15.86%,-2.89
12M 2020,9.00 B,-23.44,-2.13,2.74,(118.92 B),-18.43%,-133.60%,-27.93%,-3.66
12M 2021,9.00 B,-8.19,-6.11,2.76,27.58 B,-8.74%,-87.59%,-6.20%,-0.81
