Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,-3.69,,0.22
12M 2013,6.92,16.58,28.09,-4.59,52.74,124.01,22.01,39.88,0.85,1.72,0.66,1.29,-3.39,-3.39,0.24
12M 2014,3.85,22.29,44.52,-18.38,94.7,139.36,16.38,13.3,0.67,0.58,0.47,0.39,-5.92,-5.92,0.61
12M 2015,5.64,16.53,35.93,-13.76,64.69,38.75,22.08,23.08,0.7,0.72,0.47,0.46,-371.92,-371.92,0.99
12M 2016,11.03,18.55,29.12,0.46,33.09,50.08,19.67,17.71,0.6,0.62,0.39,0.4,-488.78,-488.78,0.99
12M 2017,15.24,21.21,33.05,3.4,23.95,24.82,17.21,16.77,0.53,0.52,0.38,0.38,9.61,9.61,1.39
12M 2018,23.0,22.62,34.8,10.82,15.87,14.53,16.13,15.92,0.44,0.46,0.36,0.36,7.8,7.8,1.65
12M 2019,23.21,24.64,16.04,31.81,15.73,16.83,14.81,13.49,0.5,0.51,0.41,0.4,5.84,5.84,2.28
12M 2020,37.24,33.46,16.42,54.28,9.8,8.43,10.91,11.2,0.29,0.3,0.23,0.24,-13.36,-13.36,0.8
12M 2021,23.41,33.32,15.26,41.47,15.59,12.23,10.95,11.14,0.35,0.37,0.28,0.29,582.4,582.4,1.01
12M 2022,19.79,22.2,8.3,33.69,18.44,17.98,16.44,15.55,0.53,0.56,0.4,0.41,-15.5,-15.5,0.75
12M 2023,30.88,22.15,11.63,41.4,11.82,8.03,16.48,16.48,0.4,0.4,0.32,0.32,-28.31,-28.31,0.85
12M 2024,38.1,19.2,9.77,47.53,9.58,8.02,19.01,18.95,0.28,0.3,0.23,0.24,-16.84,-16.84,0.75
