Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,26 B,(18 B),8 B,7.77
12M 2013,37 B,(13 B),24 B,23.58
12M 2014,19 B,(87 B),(68 B),-193.58
12M 2015,22 B,(24 B),(2 B),-4.44
12M 2016,(9 B),(5 B),(14 B),-39.66
12M 2017,9 B,(38 B),(29 B),-81.53
12M 2018,(0 B),(1 B),(1 B),-2.64
12M 2019,29 B,(8 B),21 B,60.05
12M 2020,(3 B),(4 B),(7 B),-19.68
12M 2021,2 B,(1 B),1 B,3.10
12M 2022,11 B,(4 B),7 B,19.89
12M 2023,6 B,(4 B),2 B,6.51
12M 2024,1 B,(0 B),0 B,0.83
