Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.62,,19.72,,3.06,,0.63,2.68,2.68,2.19
12M 2009,163.81,8.38,26.41,145.78,2.23,1.98,43.53,20.92,3.06,3.21,0.65,0.64,2.58,2.58,2.16
12M 2010,153.96,23.94,56.46,121.44,2.37,2.1,15.25,11.89,2.42,1.68,0.56,0.43,6.3,6.3,1.23
12M 2011,122.48,38.18,69.22,91.44,2.98,2.65,9.56,7.09,2.5,2.52,0.6,0.59,-6.65,-6.65,0.82
12M 2012,140.74,43.95,76.01,108.68,2.59,2.48,8.31,8.55,2.74,2.74,0.61,0.61,-6.1,-6.1,0.82
12M 2013,159.8,33.39,69.47,123.72,2.28,2.24,10.93,11.57,3.01,3.12,0.61,0.6,-11.47,-11.47,0.89
12M 2014,142.11,17.99,52.99,107.11,2.57,2.32,20.28,20.6,3.91,3.93,0.72,0.69,6.01,6.01,1.37
12M 2015,154.57,18.05,70.49,102.13,2.36,2.3,20.22,21.38,3.76,3.93,0.69,0.68,6.93,6.93,1.34
12M 2016,134.6,14.32,83.81,65.11,2.71,2.5,25.5,25.83,4.1,4.4,0.7,0.69,7.22,7.22,1.34
12M 2017,120.2,14.6,135.9,-1.1,3.04,2.94,25.01,27.15,5.04,6.53,0.63,0.61,10.47,10.47,1.21
12M 2018,130.6,17.71,152.5,-4.19,2.79,2.69,20.61,17.16,5.73,6.17,0.45,0.39,-3.73,-3.73,0.7
12M 2019,91.45,16.94,128.47,-20.08,3.99,3.69,21.54,42.93,8.07,8.97,0.54,0.53,-6.93,-6.93,0.79
12M 2020,90.67,25.83,227.59,-111.09,4.03,3.68,14.13,14.67,6.25,6.32,0.5,0.59,-0.93,-0.93,0.27
12M 2021,47.36,18.9,185.89,-119.63,7.71,5.43,19.31,23.66,8.39,9.44,0.45,0.33,-1.81,-1.81,0.36
12M 2022,63.34,16.82,190.36,-110.2,5.76,5.5,21.7,21.82,9.53,10.04,0.37,0.43,12.9,12.9,1.08
12M 2023,79.44,11.33,143.95,-53.18,4.59,4.54,32.21,32.62,9.06,8.35,0.61,0.71,-1.96,-1.96,0.55
12M 2024,97.39,9.09,145.44,-38.96,3.75,4.19,40.15,51.38,9.13,10.46,0.81,0.88,-2.41,-2.41,0.59
