Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.19,2.15,0.11,1.49,0.0,0.0,-0.01,0.07,0.43
12M 2009,2.16,2.12,0.07,1.52,0.0,0.0,-0.05,0.05,0.44
12M 2010,1.23,1.14,1.44,3.61,0.0,0.0,0.0,0.4,2.45
12M 2011,0.82,0.73,1.42,3.69,0.0,0.0,-0.12,0.39,2.55
12M 2012,0.82,0.76,1.32,3.71,0.0,0.0,0.19,0.36,2.57
12M 2013,0.89,0.84,0.75,3.28,0.0,0.0,0.67,0.23,2.03
12M 2014,1.37,1.31,1.07,3.26,0.0,0.0,0.0,0.33,1.99
12M 2015,1.34,1.27,1.36,3.9,0.0,0.0,-0.19,0.35,2.62
12M 2016,1.34,1.29,1.09,3.25,0.0,0.0,0.83,0.33,2.04
12M 2017,1.21,1.17,1.43,4.12,0.0,0.0,0.0,0.35,2.98
12M 2018,0.7,0.66,0.73,2.55,0.0,0.0,-0.18,0.29,1.57
12M 2019,0.79,0.75,1.45,3.85,0.0,0.0,1.23,0.38,3.0
12M 2020,0.27,0.25,-2.37,-3.11,-0.0,0.0,0.37,0.76,-4.56
12M 2021,0.36,0.33,0.06,1.92,0.0,0.0,0.0,0.03,1.32
12M 2022,1.08,1.05,0.12,2.67,0.0,0.0,-0.51,0.04,2.47
12M 2023,0.55,0.53,0.89,14.04,0.0,0.0,-0.74,0.06,19.52
12M 2024,0.59,0.58,1.2,14.96,0.0,0.0,-1.35,0.08,21.96
