Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.51,0.43,1.62,3.56,0.0,0.0,1.06,0.46,2.56
12M 2009,2.48,2.24,0.99,2.61,0.0,0.0,0.43,0.38,1.61
12M 2010,1.51,1.41,1.79,3.25,0.0,0.0,1.64,0.55,2.25
12M 2011,1.71,1.19,0.98,2.51,0.0,0.0,0.86,0.39,1.51
12M 2012,1.94,1.19,0.44,1.86,0.0,0.0,0.25,0.23,0.86
12M 2013,1.81,1.03,0.34,1.67,0.0,0.0,0.26,0.21,0.67
12M 2014,1.54,0.95,0.2,1.71,0.0,0.0,0.1,0.12,0.71
12M 2015,1.39,0.89,0.52,1.99,0.0,0.0,0.44,0.26,0.99
12M 2016,1.64,1.15,0.53,2.0,0.0,0.0,0.44,0.27,1.0
12M 2017,1.2,0.76,0.48,1.99,0.0,0.0,0.42,0.24,0.99
12M 2018,1.39,0.97,0.36,1.83,0.0,0.0,0.15,0.2,0.83
12M 2019,2.0,1.55,0.05,1.45,0.0,0.0,-0.18,0.03,0.45
12M 2020,2.97,2.53,0.01,1.37,0.0,0.0,-0.47,0.01,0.37
12M 2021,2.51,2.14,0.0,1.34,0.0,0.0,-0.39,0.0,0.34
12M 2022,3.2,2.62,0.0,1.23,0.0,0.0,-0.28,0.0,0.23
12M 2023,4.12,3.59,0.0,1.21,0.0,0.0,-0.44,0.0,0.21
12M 2024,4.04,3.43,0.0,1.19,0.0,0.0,-0.38,0.0,0.19
