Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.59 B,-54.50,-4.13,1.02,,-17.38%,-61.95%,-111.01%,-11.16
12M 2009,0.59 B,27.67,23.13,2.81,,9.15%,23.92%,4.24%,3.04
12M 2010,0.59 B,53.67,30.18,4.37,,9.76%,31.70%,14.68%,4.75
12M 2011,0.59 B,43.85,23.03,1.99,,8.18%,20.57%,11.01%,
12M 2012,0.59 B,141.34,13.58,2.38,,21.43%,39.87%,32.54%,5.72
12M 2013,0.59 B,94.35,21.20,2.35,,12.62%,21.02%,17.49%,5.00
12M 2014,0.59 B,88.15,15.60,1.40,,10.30%,17.58%,14.64%,5.84
12M 2015,0.59 B,55.67,18.23,0.89,,5.03%,10.00%,12.15%,4.00
12M 2016,0.59 B,94.85,10.54,0.66,,7.29%,14.56%,14.93%,4.48
12M 2017,0.59 B,64.83,13.65,0.64,,4.55%,9.04%,11.53%,2.90
12M 2018,0.59 B,89.78,10.25,0.67,126.74 B,6.01%,10.99%,13.78%,3.64
12M 2019,0.59 B,142.20,7.35,0.74,172.68 B,10.20%,14.77%,20.33%,8.31
12M 2020,0.59 B,230.19,6.34,1.28,221.37 B,14.16%,19.38%,24.81%,210.53
12M 2021,0.59 B,450.52,7.30,2.08,364.99 B,20.38%,27.40%,35.83%,434.36
12M 2022,0.59 B,618.70,11.60,3.28,483.02 B,22.18%,27.34%,36.36%,1047.97
12M 2023,0.59 B,670.96,14.42,3.74,529.22 B,18.98%,22.88%,30.47%,1710.35
12M 2024,0.59 B,894.00,10.18,2.74,676.62 B,19.55%,23.35%,30.27%,5443.09
