Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.77,0.46,0.32,1.77,0.0,0.0,0.29,0.18,0.77
12M 2009,0.66,0.36,0.25,1.7,0.0,0.0,0.23,0.15,0.7
12M 2010,0.65,0.4,0.37,1.83,0.0,0.0,0.3,0.2,0.83
12M 2011,0.7,0.32,0.31,2.03,0.0,0.0,0.23,0.15,1.03
12M 2012,1.27,0.98,0.54,2.06,0.0,0.0,0.06,0.26,1.06
12M 2013,0.83,0.41,0.74,2.06,0.0,0.0,0.63,0.36,1.06
12M 2014,1.21,0.67,0.68,1.96,0.0,0.0,0.57,0.34,0.96
12M 2015,1.0,0.73,0.75,2.12,0.0,0.0,0.66,0.35,1.12
12M 2016,1.34,0.91,0.68,2.2,0.0,0.0,0.62,0.31,1.2
12M 2017,1.33,0.79,0.69,2.06,0.0,0.0,0.53,0.33,1.06
12M 2018,2.19,1.39,0.85,2.23,0.0,0.0,0.77,0.38,1.23
12M 2019,1.93,1.29,0.79,2.22,0.0,0.0,0.71,0.35,1.22
12M 2020,0.26,0.05,1.37,3.52,0.0,0.0,1.32,0.39,2.52
12M 2021,0.98,0.39,1.58,3.47,0.0,0.0,1.31,0.45,2.47
12M 2022,0.8,0.13,1.46,3.2,0.0,0.0,1.43,0.46,2.2
12M 2023,0.88,0.14,1.55,3.32,0.0,0.0,1.5,0.46,2.32
12M 2024,0.49,0.09,1.98,3.93,0.0,0.0,1.92,0.5,2.93
