Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,0.14,,0.57,,0.52,,0.03,-1.3,-0.28,0.77
12M 2009,324.59,597.69,94.64,827.64,1.12,1.14,0.61,0.63,2.97,3.12,0.16,0.16,-1.21,-1.21,0.66
12M 2010,332.34,665.56,111.31,886.59,1.1,1.05,0.55,0.58,2.39,2.47,0.14,0.13,-0.83,-0.83,0.65
12M 2011,188.78,526.2,103.4,611.58,1.93,1.63,0.69,0.62,4.07,4.16,0.23,0.21,-1.41,-1.41,0.7
12M 2012,107.18,295.86,68.62,334.42,3.41,3.33,1.23,1.23,3.87,3.79,0.3,0.26,2.55,2.55,1.27
12M 2013,70.66,528.81,69.4,530.07,5.17,5.09,0.69,0.7,2.36,2.17,0.26,0.25,-4.55,-4.55,0.83
12M 2014,50.47,289.58,21.05,319.0,7.23,5.4,1.26,1.37,2.5,2.51,0.28,0.27,8.02,8.02,1.21
12M 2015,118.26,251.81,19.38,350.69,3.09,2.11,1.45,1.89,2.62,2.61,0.25,0.23,-579.49,-579.49,1.0
12M 2016,270.55,444.63,68.57,646.61,1.35,1.37,0.82,0.76,2.14,2.14,0.18,0.18,2.45,2.45,1.34
12M 2017,166.53,368.59,67.93,467.19,2.19,2.35,0.99,1.08,2.56,2.54,0.22,0.22,4.08,4.08,1.33
12M 2018,124.39,443.65,77.16,490.88,2.93,1.94,0.82,0.83,1.58,1.54,0.14,0.14,1.15,1.15,2.19
12M 2019,142.72,495.64,81.42,556.94,2.56,2.03,0.74,0.72,1.71,1.69,0.15,0.15,1.28,1.28,1.93
12M 2020,320.71,1569.75,196.52,1693.94,1.14,1.17,0.23,0.23,0.52,0.53,0.05,0.05,-0.11,-0.11,0.26
12M 2021,23.01,1096.08,119.47,999.62,15.87,15.89,0.33,0.33,1.49,1.52,0.14,0.14,-27.23,-27.23,0.98
12M 2022,40.31,1388.55,149.19,1279.67,9.06,9.42,0.26,0.26,0.85,0.86,0.08,0.08,-1.83,-1.83,0.8
12M 2023,34.37,1334.62,135.9,1233.09,10.62,11.73,0.27,0.27,0.9,0.91,0.08,0.08,-2.92,-2.92,0.88
12M 2024,35.07,1522.18,163.29,1393.96,10.41,10.22,0.24,0.25,0.8,0.81,0.07,0.08,-0.35,-0.35,0.49
