Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.06 B,0.78,64.10,0.64,,0.13%,0.23%,6.49%,1.24
12M 2009,3.06 B,0.77,163.64,1.32,,0.13%,0.23%,6.23%,2.12
12M 2010,3.06 B,12.63,19.64,2.90,,1.90%,3.47%,5.34%,1.60
12M 2011,3.06 B,30.12,7.97,1.45,,3.82%,7.76%,12.89%,3.31
12M 2012,6.27 B,41.57,14.67,3.61,,5.67%,11.70%,16.26%,4.96
12M 2013,12.53 B,195.62,1.99,2.65,,25.41%,52.44%,51.88%,14.81
12M 2014,12.53 B,56.75,9.16,2.29,,6.81%,13.34%,15.66%,3.01
12M 2015,12.53 B,69.69,6.70,1.98,,6.80%,14.42%,15.60%,2.83
12M 2016,12.53 B,40.00,8.55,1.74,,3.45%,7.60%,9.83%,1.94
12M 2017,12.53 B,49.05,5.99,1.15,,4.21%,8.69%,10.24%,2.09
12M 2018,12.53 B,2.02,111.88,1.33,567.08 B,0.17%,0.37%,3.93%,1.15
12M 2019,12.53 B,32.68,6.55,1.13,"1,069.81 B",2.54%,5.65%,7.18%,1.88
12M 2020,12.53 B,-140.74,-0.36,0.87,"(1,144.36 B)",-11.88%,-41.80%,-12.33%,-2.20
12M 2021,12.53 B,-3.35,-22.09,0.46,530.41 B,-0.29%,-1.00%,5.51%,0.88
12M 2022,12.53 B,1.61,50.93,0.94,364.51 B,0.15%,0.48%,2.76%,1.07
12M 2023,12.53 B,-8.14,-7.62,0.67,262.42 B,-0.74%,-2.48%,1.89%,0.64
12M 2024,12.53 B,-55.08,-0.94,0.64,(287.20 B),-5.09%,-19.98%,-3.85%,-1.06
