Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.04 B,848.73,0.27,0.01,,3.47%,29.29%,124.24%,10.73
12M 2009,0.04 B,1567.09,0.15,0.01,,9.46%,35.49%,8.69%,1.52
12M 2010,0.04 B,1896.25,1.04,0.07,,9.23%,31.28%,36.54%,5.49
12M 2011,0.23 B,534.30,4.37,0.43,,10.55%,19.08%,30.97%,5.12
12M 2012,0.32 B,422.80,9.28,0.84,,8.00%,11.78%,20.25%,6.26
12M 2013,0.53 B,278.67,7.68,0.66,,6.66%,8.39%,12.75%,6.72
12M 2014,0.66 B,193.02,8.29,0.56,,5.55%,6.97%,9.45%,6.65
12M 2015,0.66 B,1.44,243.06,0.14,,0.04%,0.05%,2.07%,1.10
12M 2016,0.66 B,75.81,10.68,0.32,,2.01%,2.42%,4.24%,2.94
12M 2017,0.66 B,173.75,7.25,0.42,,4.68%,5.34%,7.51%,21.16
12M 2018,0.66 B,169.24,13.12,0.61,250.60 B,4.47%,5.08%,6.60%,36.15
12M 2019,0.66 B,153.35,15.00,0.72,228.69 B,3.55%,3.93%,5.27%,40.01
12M 2020,0.66 B,89.79,22.27,0.81,154.20 B,2.08%,2.31%,2.80%,110.69
12M 2021,0.66 B,241.69,9.89,0.59,316.39 B,4.48%,5.76%,7.62%,62.21
12M 2022,0.66 B,320.31,6.07,0.35,431.98 B,5.41%,7.38%,10.31%,13.66
12M 2023,0.66 B,278.75,8.93,0.43,408.55 B,4.10%,5.46%,7.99%,10.14
12M 2024,0.66 B,106.06,2.30,0.05,267.22 B,1.64%,2.07%,3.43%,6.51
