Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.82,,1.73,,4.62,,1.1,20.22,20.22,1.07
12M 2009,62.3,211.76,68.69,205.37,5.86,7.76,1.72,2.36,3.7,3.86,0.94,1.13,8.15,8.15,1.27
12M 2010,45.02,126.93,15.42,156.53,8.11,6.5,2.88,2.49,5.58,5.76,1.48,1.32,8.69,8.69,1.29
12M 2011,57.62,141.26,13.88,185.0,6.33,5.84,2.58,2.29,4.7,3.72,1.29,1.09,2.66,2.66,2.4
12M 2012,57.53,147.55,14.4,190.68,6.34,6.16,2.47,2.24,2.69,1.94,1.05,0.89,2.98,2.98,2.33
12M 2013,58.88,120.87,14.54,165.21,6.2,5.82,3.02,3.26,1.87,1.86,0.88,0.8,2.12,2.12,3.86
12M 2014,63.42,101.58,11.61,153.39,5.76,5.66,3.59,3.04,1.62,1.57,0.83,0.81,,2.91,2.91
12M 2015,71.54,125.85,25.71,171.68,5.1,5.31,2.9,2.54,1.23,1.23,0.69,0.67,3.03,3.03,2.23
12M 2016,67.71,127.05,30.23,164.53,5.39,5.83,2.87,2.96,1.17,1.19,0.65,0.66,2.49,2.49,3.03
12M 2017,59.91,90.0,22.37,127.54,6.09,5.4,4.06,4.42,1.51,1.55,0.8,0.81,2.34,2.34,5.13
12M 2018,60.13,64.26,22.39,102.0,6.07,5.52,5.68,5.26,1.95,1.96,0.98,0.96,2.62,2.62,5.21
12M 2019,66.28,78.9,22.06,123.12,5.51,6.01,4.63,4.3,1.43,1.39,0.79,0.79,2.63,2.63,5.83
12M 2020,69.6,99.91,24.66,144.85,5.24,5.79,3.65,3.76,0.97,0.98,0.57,0.58,1.94,1.94,6.17
12M 2021,58.8,95.71,23.89,130.62,6.21,5.05,3.81,3.37,1.53,1.56,0.83,0.81,2.48,2.48,2.94
12M 2022,60.33,96.66,25.48,131.51,6.05,5.52,3.78,3.68,2.01,2.0,0.98,0.96,3.5,3.5,2.53
12M 2023,59.45,107.53,31.51,135.47,6.14,6.1,3.39,3.22,1.74,1.66,0.91,0.9,3.54,3.54,2.62
12M 2024,65.05,129.55,37.33,157.27,5.61,5.49,2.82,3.2,1.27,1.28,0.73,0.75,2.8,2.8,3.43
