Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,0.00,1311.89,0.00,1311.89,,,,,
12M 2008,0.64,1713.27,0.64,1713.27,,,,,
12M 2009,1.64,2159.38,1.64,2159.38,,,,,
12M 2010,3.55,3723.14,3.55,3723.14,,,,,
12M 2011,3.43,991.80,3.43,991.80,,,,,
12M 2012,3.96,1324.24,4.05,1296.36,,,,,
12M 2013,2.53,1696.47,2.58,1667.83,,,,,
12M 2014,1.95,2022.36,2.00,1975.05,,,,,
12M 2015,1.03,2324.55,1.06,2259.48,,,,,
12M 2016,0.97,2711.84,1.01,2603.04,,,,,
12M 2017,0.87,2830.25,0.91,2698.57,,,,,
12M 2018,1.11,3107.29,1.17,2946.51,,,,,
12M 2019,0.89,3665.27,0.92,3534.15,,,,,
12M 2020,0.81,3830.65,0.84,3702.95,,,,,
12M 2021,0.63,4167.97,0.65,4040.76,,,,,
12M 2022,0.59,4528.92,0.60,4396.79,,,,,
12M 2023,0.55,4744.87,0.57,4611.19,,,,,
12M 2024,0.49,4486.91,0.52,4223.04,,,,,
