Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,,,,,,,,,8.33,8.45,0.2,0.17,,,0.0
12M 2009,,,,,,,,,10.4,10.88,0.2,0.17,,,0.0
12M 2010,,,,,,,,,15.43,15.57,0.2,0.17,,,0.0
12M 2011,,,,,,,,,17.85,17.03,0.18,0.17,,,0.0
12M 2012,,,,,,,,,19.36,19.79,0.18,0.16,,,0.0
12M 2013,,,,,,,,,17.59,16.71,0.17,0.16,,,0.0
12M 2014,,,,,,,,,16.56,16.92,0.17,0.17,,,0.0
12M 2015,,,,,,,,,16.19,16.31,0.17,0.16,,,0.0
12M 2016,,,,,,,,,10.92,8.41,0.16,0.15,,,0.0
12M 2017,,,,,,,,,8.53,8.44,0.15,0.15,,,0.0
12M 2018,,,,,,,,,8.2,8.1,0.14,0.14,,,0.0
12M 2019,,,,,,,,,10.37,10.05,0.13,0.1,,,0.0
12M 2020,,,,,,,,,7.72,8.02,0.09,0.09,,,0.0
12M 2021,,,,,,,,,6.41,6.65,0.08,0.08,,,0.0
12M 2022,,,,,,,,,7.29,7.52,0.08,0.08,,,0.0
12M 2023,,,,,,,,,9.03,9.24,0.09,0.09,,,0.0
12M 2024,,,,,,,,,10.89,10.17,0.11,0.1,,,0.0
