Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,3.07,,2.12
12M 2010,12.18,96.92,605.28,-496.18,29.97,28.75,3.77,3.13,2.31,2.1,0.76,0.57,1.07,1.07,5.24
12M 2011,8.92,70.05,417.29,-338.32,40.92,40.05,5.21,5.16,2.15,2.22,0.59,0.56,0.97,0.97,4.46
12M 2012,7.9,56.72,456.77,-392.15,46.22,36.73,6.44,7.03,2.52,2.6,0.57,0.57,0.86,0.86,5.83
12M 2013,10.7,47.89,470.99,-412.4,34.12,32.93,7.62,7.42,2.89,3.04,0.54,0.54,0.76,0.76,5.81
12M 2014,11.85,43.75,331.95,-276.35,30.79,40.22,8.34,8.18,3.07,3.24,0.48,0.49,0.65,0.65,9.04
12M 2015,7.32,23.32,109.25,-78.61,49.83,66.3,15.65,15.18,4.09,4.31,0.57,0.57,0.79,0.79,7.28
12M 2016,70.01,64.19,320.77,-186.57,5.21,4.91,5.69,,0.98,1.3,0.08,0.06,-0.51,-0.51,0.71
12M 2017,38.98,,1.09,37.89,9.36,11.18,,,3.76,3.96,0.16,0.15,-1.06,-1.06,0.65
12M 2018,89.72,,,89.72,4.07,4.02,,,0.36,0.36,0.16,0.15,-2.03,-2.03,0.65
12M 2019,123.52,,18.99,104.53,2.95,5.69,,,0.19,0.18,0.13,0.11,0.44,0.44,3.64
12M 2020,60.71,,46.24,14.47,6.01,10.82,,,0.2,0.19,0.12,0.11,0.47,0.47,4.28
12M 2021,31.33,,77.37,-46.04,11.65,19.12,,,0.21,0.41,0.13,0.25,0.55,0.55,3.55
12M 2022,28.51,,85.56,-57.05,12.8,14.87,,,0.19,0.18,0.12,0.12,0.8,0.8,3.03
12M 2023,29.8,,76.12,-46.32,12.25,11.25,,,0.17,0.16,0.12,0.12,1.78,1.78,1.8
12M 2024,36.59,,50.72,-14.13,9.97,7.64,,,0.17,0.16,0.12,0.12,1.89,1.89,1.81
