Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,0.00 B,306959.23,0.00,0.00,,14.55%,22.72%,36.90%,
12M 2010,0.29 B,21.07,12.62,1.90,,8.61%,10.48%,16.12%,211.56
12M 2011,0.29 B,23.41,10.76,1.61,,8.20%,10.43%,10.31%,185.95
12M 2012,0.29 B,23.88,10.85,1.54,,7.79%,9.61%,9.33%,187.80
12M 2013,0.29 B,23.14,10.89,1.46,,6.84%,8.51%,8.38%,986.59
12M 2014,0.29 B,10.58,19.19,1.26,,3.18%,3.75%,2.15%,
12M 2015,0.29 B,-15.17,-12.99,1.06,,-4.66%,-5.70%,-8.88%,
12M 2016,0.31 B,-4.13,-0.00,0.00,,-0.86%,-1.54%,-7.49%,-1.96
12M 2017,0.31 B,-3.36,-109.23,4.32,,-0.58%,-1.27%,2.71%,0.84
12M 2018,0.31 B,-25.69,-13.78,3.22,17.45 B,-3.38%,-8.59%,5.11%,0.74
12M 2019,1.28 B,5.52,40.22,7.87,20.70 B,2.14%,2.38%,5.33%,3.37
12M 2020,1.28 B,10.30,22.33,7.38,23.66 B,3.89%,4.25%,5.20%,52.98
12M 2021,1.28 B,11.43,35.00,11.54,30.11 B,4.05%,4.47%,5.85%,8.77
12M 2022,1.28 B,12.53,25.54,8.62,31.61 B,3.99%,4.34%,5.75%,19.58
12M 2023,1.28 B,12.68,22.56,7.65,32.37 B,3.93%,4.33%,5.11%,245.16
12M 2024,1.28 B,13.20,21.52,6.97,36.72 B,3.86%,4.22%,5.45%,
