Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.77 B,39.06,10.75,0.27,,4.86%,14.92%,29.30%,2.82
12M 2009,0.77 B,24.18,7.57,0.14,,3.30%,8.82%,13.61%,2.07
12M 2010,0.77 B,16.66,12.00,0.15,,2.16%,5.99%,12.21%,1.59
12M 2011,0.77 B,4.22,52.13,0.15,,0.33%,1.53%,13.26%,1.37
12M 2012,0.77 B,37.66,5.18,0.09,,2.46%,12.19%,22.35%,2.28
12M 2013,0.77 B,38.48,4.99,0.08,,2.32%,11.31%,28.36%,2.50
12M 2014,0.77 B,72.35,3.00,0.09,,4.41%,17.94%,25.69%,1.84
12M 2015,0.77 B,53.61,4.01,0.10,,3.78%,12.20%,31.68%,2.27
12M 2016,0.77 B,33.86,6.97,0.14,,2.66%,7.25%,22.09%,2.01
12M 2017,0.77 B,27.17,8.54,0.16,,2.18%,5.50%,16.53%,1.93
12M 2018,0.77 B,35.14,7.40,0.15,142.77 B,2.73%,6.66%,17.61%,2.07
12M 2019,0.77 B,42.97,5.77,0.12,155.28 B,2.64%,7.64%,16.78%,1.98
12M 2020,0.77 B,35.77,7.66,0.13,200.99 B,2.05%,6.03%,15.12%,1.84
12M 2021,0.77 B,23.81,8.65,0.10,223.59 B,1.41%,3.79%,12.74%,1.65
12M 2022,0.77 B,26.12,8.58,0.10,255.83 B,1.59%,3.84%,13.59%,1.74
12M 2023,0.77 B,18.43,10.53,0.08,227.99 B,1.06%,2.58%,12.56%,1.64
12M 2024,0.77 B,17.29,9.66,0.06,201.72 B,0.95%,2.40%,12.73%,1.36
