Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.98,1.98,1.38,3.07,0.0,0.0,0.98,0.45,2.07
12M 2009,2.17,2.17,1.04,2.67,0.0,0.0,0.74,0.39,1.67
12M 2010,1.5,1.5,1.08,2.78,0.0,0.0,0.85,0.39,1.78
12M 2011,1.08,1.08,2.83,4.65,0.0,0.0,2.49,0.61,3.65
12M 2012,1.08,1.08,2.93,4.95,0.0,0.0,2.64,0.59,3.94
12M 2013,1.12,1.12,3.06,4.88,0.0,0.0,2.65,0.63,3.88
12M 2014,0.97,0.97,2.52,4.07,0.0,0.0,2.11,0.62,3.07
12M 2015,0.87,0.87,1.73,3.23,0.0,0.0,1.33,0.54,2.23
12M 2016,0.9,0.9,1.09,2.72,0.0,0.0,0.93,0.4,1.72
12M 2017,1.0,1.0,0.98,2.52,0.0,0.0,0.8,0.39,1.52
12M 2018,1.11,1.11,0.95,2.44,0.0,0.0,0.76,0.39,1.44
12M 2019,1.03,1.03,1.25,2.89,0.0,0.0,1.11,0.43,1.89
12M 2020,1.07,1.07,1.28,2.95,0.0,0.0,1.1,0.44,1.95
12M 2021,1.15,1.15,1.08,2.68,0.0,0.0,0.91,0.4,1.68
12M 2022,1.26,1.26,0.89,2.42,0.0,0.0,0.75,0.37,1.39
12M 2023,1.37,1.37,0.91,2.44,0.0,0.0,0.73,0.37,1.44
12M 2024,1.46,1.46,0.98,2.52,0.0,0.0,0.8,0.39,1.52
