Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.78,,,,6.59,,1.95,5.71,5.71,1.98
12M 2009,79.23,,28.42,,4.61,5.26,,,6.06,6.35,1.76,1.86,5.33,5.33,2.17
12M 2010,75.03,,25.97,,4.86,4.36,,,6.69,6.96,1.81,1.66,8.08,8.08,1.5
12M 2011,79.83,,19.14,,4.57,4.26,,,4.05,2.72,1.47,1.13,36.22,36.22,1.08
12M 2012,87.45,,18.52,,4.17,3.65,,,3.84,3.95,1.48,1.4,33.78,33.78,1.08
12M 2013,97.32,,19.77,,3.75,3.95,,,4.42,4.42,1.46,1.42,23.6,23.6,1.12
12M 2014,87.87,,19.13,,4.15,4.25,,,4.01,3.64,1.44,1.32,-80.35,-80.35,0.97
12M 2015,84.06,,22.23,,4.34,4.85,,,3.26,3.35,1.36,1.4,-18.18,-18.18,0.87
12M 2016,83.64,,21.74,,4.36,4.95,,,2.87,2.92,1.27,1.37,-25.19,-25.19,0.9
12M 2017,93.41,,23.33,,3.91,3.78,,,2.65,2.76,1.16,1.15,527.04,527.04,1.0
12M 2018,90.41,,18.88,,4.04,3.55,,,3.33,3.45,1.33,1.26,25.5,25.5,1.11
12M 2019,86.38,,18.84,,4.23,4.0,,,3.71,3.49,1.42,1.3,78.43,78.43,1.03
12M 2020,91.37,,23.06,,3.99,4.16,,,3.19,3.05,1.25,1.23,35.66,35.66,1.07
12M 2021,100.25,,19.8,,3.64,3.65,,,3.4,3.61,1.25,1.26,18.17,18.17,1.15
12M 2022,108.58,,17.51,,3.36,3.2,,,4.35,4.86,1.33,1.31,11.65,11.65,1.26
12M 2023,114.12,,18.94,,3.2,3.0,,,5.73,6.23,1.36,1.29,7.85,7.85,1.37
12M 2024,115.29,,17.35,,3.17,2.96,,,8.91,9.98,1.56,1.52,5.85,5.85,1.46
