Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.60 B,54.05,6.20,0.44,,6.39%,16.28%,41.43%,
12M 2009,0.60 B,32.48,9.54,0.48,,4.01%,10.36%,13.49%,
12M 2010,0.60 B,13.51,12.88,0.36,,1.73%,4.21%,8.46%,
12M 2011,0.60 B,-4.86,-37.45,0.28,,-0.62%,-1.54%,10.88%,
12M 2012,0.60 B,-15.11,-14.89,0.46,,-2.29%,-5.19%,8.37%,
12M 2013,0.60 B,0.56,153.57,0.25,,0.09%,0.19%,8.40%,
12M 2014,0.60 B,-47.39,-1.86,0.69,,-9.38%,-19.38%,-11.97%,
12M 2015,0.60 B,-100.87,-0.50,1.52,,-35.48%,-72.47%,-40.66%,-3.77
12M 2016,0.60 B,-22.78,-2.19,3.57,,-8.67%,-19.59%,-19.04%,-1.53
12M 2017,0.60 B,-17.40,-3.85,3.61,,-7.60%,-17.60%,-18.04%,-4.18
12M 2018,0.60 B,-6.38,-16.46,9.23,(0.18 B),-2.99%,-6.89%,-0.52%,-1.07
12M 2019,0.60 B,-69.15,-0.95,2.99,3.04 B,-57.90%,-289.56%,2.82%,0.21
12M 2020,0.60 B,0.04,1350.00,1.87,3.10 B,0.04%,0.06%,3.18%,0.80
12M 2021,0.60 B,-1.46,-134.25,38.21,(1.68 B),-1.36%,-2.19%,-5.81%,-1.68
12M 2022,0.60 B,-49.02,-5.26,5.83,(9.64 B),-41.06%,-276.13%,-24.69%,-4689.66
12M 2023,1.20 B,-5.09,-70.73,7.47,(5.11 B),-2.43%,-2.51%,-5.32%,-2884.76
12M 2024,1.20 B,5.50,142.73,3.85,39.66 B,1.09%,2.99%,14.58%,16665.83
