Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.93,0.77,1.16,2.55,0.0,0.0,1.02,0.45,1.55
12M 2009,1.14,0.83,1.14,2.59,0.0,0.0,1.1,0.44,1.59
12M 2010,1.2,1.03,1.04,2.43,0.0,0.0,0.96,0.43,1.43
12M 2011,1.21,1.11,1.17,2.49,0.0,0.0,1.1,0.47,1.49
12M 2012,1.31,1.22,1.01,2.27,0.0,0.0,0.9,0.45,1.27
12M 2013,1.46,1.34,0.85,2.06,0.0,0.0,0.84,0.41,1.06
12M 2014,1.2,1.08,0.95,2.07,0.0,0.0,0.93,0.46,1.07
12M 2015,0.81,0.6,0.97,2.04,0.0,0.0,0.94,0.47,1.04
12M 2016,0.71,0.53,1.2,2.26,0.0,0.0,1.17,0.53,1.26
12M 2017,13.69,10.37,0.0,2.32,0.0,0.0,-0.01,0.0,1.32
12M 2018,111.31,87.16,0.0,2.3,0.0,0.0,-0.03,0.0,1.3
12M 2019,146.13,144.25,0.0,5.0,0.0,0.0,-0.08,0.0,4.0
12M 2020,3.86,3.86,0.04,1.7,0.0,0.0,0.03,0.02,0.7
12M 2021,14.2,14.2,0.0,1.61,0.0,0.0,-0.11,0.0,0.61
12M 2022,0.83,0.83,0.0,6.73,0.0,0.0,-0.14,0.0,5.73
12M 2023,34.99,34.99,0.0,1.03,0.0,0.0,-0.83,0.0,0.03
12M 2024,0.5,0.38,0.0,2.74,0.0,0.0,-0.22,0.0,1.58
