Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,3.8,3.31,0.34,1.66,0.0,0.0,-0.05,0.2,0.66
12M 2008,4.53,3.15,0.44,1.68,0.0,0.0,0.13,0.26,0.68
12M 2009,3.23,2.34,0.27,1.54,0.0,0.0,-0.1,0.18,0.54
12M 2010,2.08,1.07,0.0,1.46,0.0,0.0,-0.26,0.0,0.46
12M 2011,1.76,1.0,0.37,2.01,0.0,0.0,0.3,0.18,1.01
12M 2012,1.43,0.87,0.5,2.38,0.0,0.0,0.33,0.0,1.36
12M 2013,1.31,0.84,0.42,2.25,0.0,0.0,0.14,0.19,1.24
12M 2014,1.39,0.94,0.57,2.23,0.0,0.0,0.33,0.26,1.22
12M 2015,1.1,0.63,0.62,2.12,0.0,0.0,0.51,0.29,1.11
12M 2016,1.53,1.09,0.37,1.88,0.0,0.0,0.11,0.2,0.87
12M 2017,2.43,2.03,0.38,1.8,0.0,0.0,-0.13,0.21,0.79
12M 2018,2.05,1.67,0.35,1.8,0.0,0.0,-0.06,0.14,0.8
12M 2019,1.77,1.4,0.45,1.97,0.0,0.0,0.07,0.23,0.96
12M 2020,1.74,1.44,0.47,1.99,0.0,0.0,-0.04,0.23,0.99
12M 2021,3.14,2.75,0.37,1.7,0.0,0.0,-0.17,0.21,0.7
12M 2022,3.75,3.23,0.53,1.76,0.0,0.0,0.03,0.3,0.76
12M 2023,3.47,2.98,0.64,2.05,0.0,0.0,0.11,0.31,0.96
12M 2024,3.02,2.57,0.77,2.15,0.0,0.0,0.25,0.36,1.03
