Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.2,,2.32,,847.42,,0.16,1.31,1.31,1.99
12M 2009,36.99,126.97,155.08,8.88,9.87,8.93,2.87,3.14,1043.11,1508.01,0.13,0.13,-0.64,-0.64,0.47
12M 2010,47.8,151.93,189.45,10.28,7.64,7.0,2.4,2.56,463.31,71.64,0.11,0.11,-1.03,-1.03,0.61
12M 2011,78.29,115.62,98.44,95.47,4.66,4.65,3.16,3.19,370.15,278.81,0.15,0.14,-1.34,-1.34,0.63
12M 2012,47.95,37.88,32.15,53.68,7.61,6.96,9.64,9.37,991.91,1050.0,0.34,0.32,-3.5,-3.5,0.67
12M 2013,37.6,31.62,23.48,45.74,9.71,10.22,11.54,10.51,1941.14,2169.87,0.41,0.37,-4.01,-4.01,0.69
12M 2014,31.67,32.36,27.65,36.38,11.52,11.57,11.28,11.0,3156.84,4322.51,0.36,0.36,-2.77,-2.77,0.59
12M 2015,26.43,31.02,33.51,23.94,13.81,14.14,11.77,11.06,7352.83,32231.88,0.35,0.35,-1.88,-1.88,0.58
12M 2016,24.88,37.07,52.0,9.95,14.67,12.38,9.85,10.35,13773.51,15160.86,0.4,0.41,-1.89,-1.89,0.62
12M 2017,36.06,69.84,122.84,-16.94,10.12,9.18,5.23,5.23,10545.05,7970.08,0.35,0.36,-1.15,-1.15,0.47
12M 2018,33.11,61.27,100.89,-6.51,11.02,10.04,5.96,5.61,286631.35,1106604.57,0.37,0.33,-0.85,-0.85,0.34
12M 2019,25.81,67.29,107.52,-14.42,14.14,9.8,5.42,5.39,2375378.36,,0.47,0.47,-1.3,-1.3,0.35
12M 2020,30.12,57.79,114.05,-26.14,12.12,10.81,6.32,6.02,792795.76,369378.57,0.44,0.38,-1.48,-1.48,0.37
12M 2021,26.19,49.55,96.49,-20.75,13.94,12.95,7.37,6.81,502.46,502.52,0.43,0.38,-3.12,-3.12,0.56
12M 2022,22.3,50.94,82.84,-9.6,16.36,12.08,7.16,7.05,141.56,72.45,0.4,0.36,-2.73,-2.73,0.53
12M 2023,28.29,50.2,86.27,-7.78,12.9,10.48,7.27,7.25,85.25,47.6,0.32,0.32,-3.43,-3.43,0.67
12M 2024,35.11,46.47,85.64,-4.06,10.4,10.23,7.85,7.86,12.05,6.85,0.32,0.31,-2.56,-2.56,0.59
