Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,4.16,,1.98
12M 2014,74.18,87.26,68.63,92.81,4.92,4.7,4.18,3.43,2.11,1.94,0.9,0.78,2.05,2.05,3.08
12M 2015,66.61,113.51,72.7,107.42,5.48,6.37,3.22,2.41,2.03,1.97,0.84,0.82,2.16,2.16,3.48
12M 2016,53.6,124.96,68.4,110.16,6.81,6.01,2.92,2.71,1.92,1.83,0.84,0.81,2.46,2.46,3.16
12M 2017,40.9,124.72,64.36,101.26,8.92,6.91,2.93,2.81,1.8,1.73,0.85,0.8,2.39,2.39,3.37
12M 2018,39.49,157.74,71.37,125.86,9.24,8.16,2.31,2.04,1.51,1.45,0.77,0.75,2.67,2.67,2.71
12M 2019,39.99,172.23,75.26,136.96,9.13,8.51,2.12,2.07,1.63,1.65,0.81,0.8,2.84,2.84,2.38
12M 2020,46.77,228.93,92.28,183.42,7.8,8.6,1.59,1.51,1.35,1.37,0.65,0.66,2.34,2.34,2.49
12M 2021,41.59,159.02,87.71,112.9,8.78,7.21,2.3,2.27,1.03,1.05,0.58,0.58,7.36,7.36,1.32
12M 2022,20.8,126.14,78.4,68.54,17.55,11.3,2.89,2.53,1.42,1.44,0.89,0.86,8.35,8.35,1.4
12M 2023,19.77,140.09,72.16,87.7,18.47,13.4,2.61,2.51,1.7,1.72,0.97,0.98,7.62,7.62,1.43
12M 2024,22.81,131.73,76.27,78.27,16.0,11.61,2.77,2.98,1.98,2.01,1.06,1.08,5.78,5.78,1.73
