Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.58,,4.59,,3.77,,1.21,2.45,2.45,3.39
12M 2009,36.98,73.0,37.91,72.07,9.87,9.44,5.0,5.05,3.93,3.55,1.22,1.17,2.43,2.43,3.58
12M 2010,39.97,73.44,40.41,73.0,9.13,8.59,4.97,4.27,2.46,2.22,1.01,0.97,2.97,2.97,2.92
12M 2011,39.5,74.52,42.58,71.44,9.24,9.19,4.9,4.68,1.7,1.49,0.93,0.87,3.44,3.44,2.65
12M 2012,39.99,76.03,59.46,56.56,9.13,8.28,4.8,4.59,1.38,1.28,0.85,0.8,5.75,5.75,1.71
12M 2013,39.41,66.38,62.93,42.86,9.26,8.48,5.5,5.01,1.37,1.35,0.85,0.84,5.24,5.24,1.88
12M 2014,41.43,64.72,65.62,40.53,8.81,8.12,5.64,5.51,1.38,1.35,0.83,0.81,4.23,4.23,2.21
12M 2015,46.36,58.45,76.29,28.52,7.87,7.42,6.25,6.05,1.19,1.11,0.74,0.72,6.84,6.84,1.6
12M 2016,51.55,56.95,88.13,20.37,7.08,6.71,6.41,6.01,0.93,0.89,0.63,0.62,11.76,11.76,1.27
12M 2017,57.24,58.44,82.77,32.91,6.38,5.7,6.25,5.5,0.88,0.86,0.6,0.58,5.56,5.56,1.57
12M 2018,63.47,61.79,80.35,44.91,5.75,5.25,5.91,5.86,0.94,0.93,0.61,0.6,3.93,3.93,1.95
12M 2019,55.5,54.02,66.96,42.56,6.58,5.97,6.76,5.69,0.9,0.71,0.62,0.5,9.14,9.14,1.36
12M 2020,63.65,71.83,95.29,40.19,5.73,6.01,5.08,5.16,0.62,0.62,0.45,0.44,8.67,8.67,1.35
12M 2021,57.02,68.66,105.05,20.63,6.4,6.31,5.32,5.57,0.64,0.64,0.46,0.46,23.63,23.63,1.11
12M 2022,56.25,74.27,113.27,17.25,6.49,7.07,4.91,4.84,0.62,0.65,0.44,0.46,6.25,6.25,1.45
12M 2023,53.4,68.86,103.78,18.48,6.84,6.91,5.3,5.35,0.67,0.68,0.47,0.47,10.53,10.53,1.23
12M 2024,55.05,66.7,102.67,19.08,6.63,7.37,5.47,5.24,0.64,0.65,0.46,0.46,11.03,11.03,1.25
