Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.00 B,5527659.24,0.00,0.00,,23.37%,46.81%,99.98%,24.13
12M 2016,1.50 B,82.38,15.66,1.52,,14.58%,22.36%,32.57%,21.42
12M 2017,1.50 B,64.39,27.18,4.17,,11.48%,15.58%,17.67%,97.75
12M 2018,1.50 B,29.49,23.94,2.95,37.94 B,6.65%,8.14%,5.46%,145.04
12M 2019,1.50 B,8.86,79.01,1.73,39.49 B,1.84%,2.47%,6.15%,56.54
12M 2020,1.50 B,28.75,20.73,1.62,56.62 B,6.14%,8.05%,9.74%,49.82
12M 2021,1.50 B,55.73,13.10,3.92,85.15 B,10.76%,14.39%,14.50%,126.15
12M 2022,3.00 B,44.56,6.82,1.25,149.98 B,15.58%,20.72%,23.76%,113.20
12M 2023,3.00 B,64.28,4.76,1.60,113.30 B,24.24%,32.30%,17.54%,78.75
12M 2024,3.00 B,71.53,5.17,0.96,203.64 B,19.21%,27.69%,27.50%,125.28
